	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
6389					KAG8580053.1	33.1	130	1.67e-12	Nr			KAG8580053.1 hypothetical protein GDO81_007107 [Engystomops pustulosus]	494	Engystomops pustulosus	hypothetical protein GDO81_007107
6390					A0A8C5M0M3	46.8	79	2.78e-12	TrEMBL		A0A8C5M0M3_9ANUR	tr|A0A8C5M0M3|A0A8C5M0M3_9ANUR LINE-1 type transposase domain-containing protein 1 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	344	Leptobrachium leishanense	LINE-1 type transposase domain-containing protein 1
6391					A0A8C5PTB3	34.7	121	2.88e-12	TrEMBL		A0A8C5PTB3_9ANUR	tr|A0A8C5PTB3|A0A8C5PTB3_9ANUR LINE-1 type transposase domain-containing protein 1 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	351	Leptobrachium leishanense	LINE-1 type transposase domain-containing protein 1
6392					A0A8C5M6Z7	34.1	123	2.91e-12	TrEMBL		A0A8C5M6Z7_9ANUR	tr|A0A8C5M6Z7|A0A8C5M6Z7_9ANUR LINE-1 type transposase domain-containing protein 1 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	353	Leptobrachium leishanense	LINE-1 type transposase domain-containing protein 1
6393					A0A8T2KBV4	43.6	78	3.65e-12	TrEMBL	GDO86_003963	A0A8T2KBV4_9PIPI	tr|A0A8T2KBV4|A0A8T2KBV4_9PIPI Transposase element L1Md-A101/L1Md-A102/L1Md-A2 OS=Hymenochirus boettgeri OX=247094 GN=GDO86_003963 PE=4 SV=1	431	Hymenochirus boettgeri	Transposase element L1Md-A101/L1Md-A102/L1Md-A2
6394					A0A8C5PN54	44.3	79	5.24e-12	TrEMBL		A0A8C5PN54_9ANUR	tr|A0A8C5PN54|A0A8C5PN54_9ANUR R3H-assoc domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	343	Leptobrachium leishanense	R3H-assoc domain-containing protein
6395					A0A803J9X1	33.3	132	6.11e-12	TrEMBL		A0A803J9X1_XENTR	tr|A0A803J9X1|A0A803J9X1_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	328	Xenopus tropicalis	Reverse transcriptase domain-containing protein
6396					KAG8584414.1	34.7	118	7.23e-12	Nr			KAG8584414.1 hypothetical protein GDO81_008823 [Engystomops pustulosus]	478	Engystomops pustulosus	hypothetical protein GDO81_008823
6397					A0A803JMB6	33.5	164	7.52e-12	TrEMBL		A0A803JMB6_XENTR	tr|A0A803JMB6|A0A803JMB6_XENTR LINE-1 type transposase domain-containing protein 1 OS=Xenopus tropicalis OX=8364 PE=4 SV=1	363	Xenopus tropicalis	LINE-1 type transposase domain-containing protein 1
6398					KAG8451976.1	43.6	78	9.38e-12	Nr			KAG8451976.1 hypothetical protein GDO86_003963 [Hymenochirus boettgeri]	431	Hymenochirus boettgeri	hypothetical protein GDO86_003963
6399					A0A8C5MIZ2	35.5	152	1.16e-11	TrEMBL		A0A8C5MIZ2_9ANUR	tr|A0A8C5MIZ2|A0A8C5MIZ2_9ANUR Transposase OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	329	Leptobrachium leishanense	Transposase
6400					A0A8J1JWV7	31.1	132	1.66e-11	TrEMBL	nphp4	A0A8J1JWV7_XENTR	tr|A0A8J1JWV7|A0A8J1JWV7_XENTR LOW QUALITY PROTEIN: nephrocystin-4 OS=Xenopus tropicalis OX=8364 GN=nphp4 PE=4 SV=1	1030	Xenopus tropicalis	LOW QUALITY PROTEIN: nephrocystin-4
6401					A0A803K9I3	31.1	132	1.71e-11	TrEMBL		A0A803K9I3_XENTR	tr|A0A803K9I3|A0A803K9I3_XENTR LINE-1 type transposase domain-containing protein 1 OS=Xenopus tropicalis OX=8364 PE=4 SV=1	424	Xenopus tropicalis	LINE-1 type transposase domain-containing protein 1
6402					XP_040194428.1	43.9	82	1.88e-11	Nr			XP_040194428.1 uncharacterized protein LOC120927670 [Rana temporaria]	346	Rana temporaria	uncharacterized protein LOC120927670
6403					A0A8C5LL14	35.5	152	1.96e-11	TrEMBL		A0A8C5LL14_9ANUR	tr|A0A8C5LL14|A0A8C5LL14_9ANUR LINE-1 type transposase domain-containing protein 1 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	314	Leptobrachium leishanense	LINE-1 type transposase domain-containing protein 1
6404					A0A8C5PV76	36.8	155	2.18e-11	TrEMBL		A0A8C5PV76_9ANUR	tr|A0A8C5PV76|A0A8C5PV76_9ANUR LINE-1 type transposase domain-containing 1 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	329	Leptobrachium leishanense	LINE-1 type transposase domain-containing 1
6405					CAH2330585.1	39.1	115	2.35e-11	Nr			CAH2330585.1 Hypothetical predicted protein, partial [Pelobates cultripes]	220	Pelobates cultripes	Hypothetical predicted protein, partial
6406					A0A2G9RU93	42.7	82	2.44e-11	TrEMBL	AB205_0124000	A0A2G9RU93_LITCT	tr|A0A2G9RU93|A0A2G9RU93_LITCT Rho-GAP domain-containing protein OS=Lithobates catesbeianus OX=8400 GN=AB205_0124000 PE=4 SV=1	227	Lithobates catesbeianus	Rho-GAP domain-containing protein
6407					A0A8C5PEK9	36.6	82	3.12e-11	TrEMBL		A0A8C5PEK9_9ANUR	tr|A0A8C5PEK9|A0A8C5PEK9_9ANUR Transposase element L1Md-A101/L1Md-A102/L1Md-A2 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	246	Leptobrachium leishanense	Transposase element L1Md-A101/L1Md-A102/L1Md-A2
6408					A0A8C5PC04	35.5	152	3.23e-11	TrEMBL		A0A8C5PC04_9ANUR	tr|A0A8C5PC04|A0A8C5PC04_9ANUR Transposase OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	435	Leptobrachium leishanense	Transposase
6409					KAG8571259.1	36.0	114	3.55e-11	Nr			KAG8571259.1 hypothetical protein GDO81_011568 [Engystomops pustulosus]	487	Engystomops pustulosus	hypothetical protein GDO81_011568
6410					A0A803J6A6	41.3	80	3.83e-11	TrEMBL		A0A803J6A6_XENTR	tr|A0A803J6A6|A0A803J6A6_XENTR Transposase_22 domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	363	Xenopus tropicalis	Transposase_22 domain-containing protein
6411					XP_031762377.1	31.1	132	4.27e-11	Nr			XP_031762377.1 LOW QUALITY PROTEIN: nephrocystin-4 [Xenopus tropicalis]	1030	Xenopus tropicalis	LOW QUALITY PROTEIN: nephrocystin-4
6412					A0A8C5PBQ3	49.4	81	5.32e-11	TrEMBL		A0A8C5PBQ3_9ANUR	tr|A0A8C5PBQ3|A0A8C5PBQ3_9ANUR Tick transposon OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	321	Leptobrachium leishanense	Tick transposon
6413					A0A8C5MJD9	37.8	82	5.4e-11	TrEMBL		A0A8C5MJD9_9ANUR	tr|A0A8C5MJD9|A0A8C5MJD9_9ANUR Transposase element L1Md-A101/L1Md-A102/L1Md-A2 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	372	Leptobrachium leishanense	Transposase element L1Md-A101/L1Md-A102/L1Md-A2
6414					A0A8C5LL35	37.8	82	5.5e-11	TrEMBL		A0A8C5LL35_9ANUR	tr|A0A8C5LL35|A0A8C5LL35_9ANUR Transposase element L1Md-A101/L1Md-A102/L1Md-A2 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	378	Leptobrachium leishanense	Transposase element L1Md-A101/L1Md-A102/L1Md-A2
6415					A0A8C5PC04	36.6	82	6.07e-11	TrEMBL		A0A8C5PC04_9ANUR	tr|A0A8C5PC04|A0A8C5PC04_9ANUR Transposase OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	435	Leptobrachium leishanense	Transposase
6416					PIO30791.1	42.7	82	6.27e-11	Nr			PIO30791.1 hypothetical protein AB205_0124000 [Lithobates catesbeianus]	227	Lithobates catesbeianus	hypothetical protein AB205_0124000
6417					A0A803K8U8	37.1	151	6.35e-11	TrEMBL		A0A803K8U8_XENTR	tr|A0A803K8U8|A0A803K8U8_XENTR Tick transposon OS=Xenopus tropicalis OX=8364 PE=4 SV=1	352	Xenopus tropicalis	Tick transposon
6418					A0A8C5PV76	36.6	82	8.61e-11	TrEMBL		A0A8C5PV76_9ANUR	tr|A0A8C5PV76|A0A8C5PV76_9ANUR LINE-1 type transposase domain-containing 1 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	329	Leptobrachium leishanense	LINE-1 type transposase domain-containing 1
6419					A0A803J6A6	34.1	132	9.11e-11	TrEMBL		A0A803J6A6_XENTR	tr|A0A803J6A6|A0A803J6A6_XENTR Transposase_22 domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	363	Xenopus tropicalis	Transposase_22 domain-containing protein
6420					A0A8C5PU14	36.7	147	9.14e-11	TrEMBL		A0A8C5PU14_9ANUR	tr|A0A8C5PU14|A0A8C5PU14_9ANUR LINE-1 type transposase domain-containing protein 1 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	364	Leptobrachium leishanense	LINE-1 type transposase domain-containing protein 1
6421					A0A8C5MWK7	33.1	160	9.29e-11	TrEMBL		A0A8C5MWK7_9ANUR	tr|A0A8C5MWK7|A0A8C5MWK7_9ANUR LINE-1 retrotransposable element ORF1 protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	368	Leptobrachium leishanense	LINE-1 retrotransposable element ORF1 protein
6422					A0A803J8S4	39.0	82	1.01e-10	TrEMBL		A0A803J8S4_XENTR	tr|A0A803J8S4|A0A803J8S4_XENTR LINE-1 retrotransposable element ORF1 protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	369	Xenopus tropicalis	LINE-1 retrotransposable element ORF1 protein
6423					A0A8C5MJD9	34.9	152	1.29e-10	TrEMBL		A0A8C5MJD9_9ANUR	tr|A0A8C5MJD9|A0A8C5MJD9_9ANUR Transposase element L1Md-A101/L1Md-A102/L1Md-A2 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	372	Leptobrachium leishanense	Transposase element L1Md-A101/L1Md-A102/L1Md-A2
6424					OCT96131.1	34.1	132	1.31e-10	Nr			OCT96131.1 hypothetical protein XELAEV_18013814mg, partial [Xenopus laevis]	624	Xenopus laevis	hypothetical protein XELAEV_18013814mg, partial
6425					A0A8C5LL35	34.9	152	1.31e-10	TrEMBL		A0A8C5LL35_9ANUR	tr|A0A8C5LL35|A0A8C5LL35_9ANUR Transposase element L1Md-A101/L1Md-A102/L1Md-A2 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	378	Leptobrachium leishanense	Transposase element L1Md-A101/L1Md-A102/L1Md-A2
6426					OCT74252.1	36.0	125	1.42e-10	Nr			OCT74252.1 hypothetical protein XELAEV_18033211mg [Xenopus laevis]	327	Xenopus laevis	hypothetical protein XELAEV_18033211mg
6427					CAH2330124.1	36.0	139	1.45e-10	Nr			CAH2330124.1 Hypothetical predicted protein [Pelobates cultripes]	330	Pelobates cultripes	Hypothetical predicted protein
6428					A0A8C5LUK7	36.1	144	1.69e-10	TrEMBL		A0A8C5LUK7_9ANUR	tr|A0A8C5LUK7|A0A8C5LUK7_9ANUR LINE-1 type transposase domain-containing protein 1 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	362	Leptobrachium leishanense	LINE-1 type transposase domain-containing protein 1
6429					XP_018417206.1	44.6	74	1.77e-10	Nr			XP_018417206.1 PREDICTED: protein phosphatase 1E [Nanorana parkeri]	927	Nanorana parkeri	PREDICTED: protein phosphatase 1E
6430					Q05118	27.6	293	1.88e-10	Swiss-Prot		PO23_POPJA	sp|Q05118|PO23_POPJA Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment) OS=Popillia japonica OX=7064 PE=4 SV=1	606	Popillia japonica	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment)
6431					CAH2330500.1	49.2	63	2.02e-10	Nr			CAH2330500.1 Hypothetical predicted protein [Pelobates cultripes]	141	Pelobates cultripes	Hypothetical predicted protein
6432					A0A6P7YTW4	36.6	123	2.05e-10	TrEMBL	UBR3	A0A6P7YTW4_9AMPH	tr|A0A6P7YTW4|A0A6P7YTW4_9AMPH E3 ubiquitin-protein ligase OS=Microcaecilia unicolor OX=1415580 GN=UBR3 PE=3 SV=1	2265	Microcaecilia unicolor	E3 ubiquitin-protein ligase
6433					OCT56565.1	45.7	70	2.09e-10	Nr			OCT56565.1 hypothetical protein XELAEV_18004687mg [Xenopus laevis]	159	Xenopus laevis	hypothetical protein XELAEV_18004687mg
6434					A0A8C5MIZ2	36.6	82	2.24e-10	TrEMBL		A0A8C5MIZ2_9ANUR	tr|A0A8C5MIZ2|A0A8C5MIZ2_9ANUR Transposase OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	329	Leptobrachium leishanense	Transposase
6435					A0A8C5R7F0	48.1	81	2.32e-10	TrEMBL		A0A8C5R7F0_9ANUR	tr|A0A8C5R7F0|A0A8C5R7F0_9ANUR Tick transposon OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	364	Leptobrachium leishanense	Tick transposon
6436					A0A803JEW2	45.1	71	2.6e-10	TrEMBL		A0A803JEW2_XENTR	tr|A0A803JEW2|A0A803JEW2_XENTR Transposase_22 domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	372	Xenopus tropicalis	Transposase_22 domain-containing protein
6437					OCT78735.1	36.1	133	2.62e-10	Nr			OCT78735.1 hypothetical protein XELAEV_18029824mg, partial [Xenopus laevis]	253	Xenopus laevis	hypothetical protein XELAEV_18029824mg, partial
6438					A0A8C5LL14	38.2	76	2.85e-10	TrEMBL		A0A8C5LL14_9ANUR	tr|A0A8C5LL14|A0A8C5LL14_9ANUR LINE-1 type transposase domain-containing protein 1 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	314	Leptobrachium leishanense	LINE-1 type transposase domain-containing protein 1
6439					A0A8C5Q7H7	31.4	194	2.96e-10	TrEMBL		A0A8C5Q7H7_9ANUR	tr|A0A8C5Q7H7|A0A8C5Q7H7_9ANUR LINE-1 type transposase domain-containing protein 1 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	348	Leptobrachium leishanense	LINE-1 type transposase domain-containing protein 1
6440					A0A803JMG3	48.7	76	3.78e-10	TrEMBL		A0A803JMG3_XENTR	tr|A0A803JMG3|A0A803JMG3_XENTR LINE-1 type transposase domain-containing protein 1 OS=Xenopus tropicalis OX=8364 PE=4 SV=1	334	Xenopus tropicalis	LINE-1 type transposase domain-containing protein 1
6441					A0A803J8C4	48.7	76	3.82e-10	TrEMBL		A0A803J8C4_XENTR	tr|A0A803J8C4|A0A803J8C4_XENTR LINE-1 type transposase domain-containing protein 1 OS=Xenopus tropicalis OX=8364 PE=4 SV=1	336	Xenopus tropicalis	LINE-1 type transposase domain-containing protein 1
6442					A0A803J5Q5	48.7	76	3.82e-10	TrEMBL		A0A803J5Q5_XENTR	tr|A0A803J5Q5|A0A803J5Q5_XENTR LINE-1 type transposase domain-containing protein 1 OS=Xenopus tropicalis OX=8364 PE=4 SV=1	336	Xenopus tropicalis	LINE-1 type transposase domain-containing protein 1
6443					OCT94485.1	39.2	74	4.07e-10	Nr			OCT94485.1 hypothetical protein XELAEV_18012157mg [Xenopus laevis]	244	Xenopus laevis	hypothetical protein XELAEV_18012157mg
6444					A0A8C5PAB4	38.2	76	4.18e-10	TrEMBL		A0A8C5PAB4_9ANUR	tr|A0A8C5PAB4|A0A8C5PAB4_9ANUR Proteophosphoglycan ppg4 OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	590	Leptobrachium leishanense	Proteophosphoglycan ppg4
6445					A0A803J9X1	39.2	79	4.21e-10	TrEMBL		A0A803J9X1_XENTR	tr|A0A803J9X1|A0A803J9X1_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	328	Xenopus tropicalis	Reverse transcriptase domain-containing protein
6446					A0A803KF49	48.7	76	4.31e-10	TrEMBL		A0A803KF49_XENTR	tr|A0A803KF49|A0A803KF49_XENTR LINE-1 type transposase domain-containing protein 1 OS=Xenopus tropicalis OX=8364 PE=4 SV=1	364	Xenopus tropicalis	LINE-1 type transposase domain-containing protein 1
6447					A0A8C5QH07	34.2	120	4.72e-10	TrEMBL		A0A8C5QH07_9ANUR	tr|A0A8C5QH07|A0A8C5QH07_9ANUR Tick transposon OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	360	Leptobrachium leishanense	Tick transposon
6448					A0A8C5R7F0	34.2	120	4.78e-10	TrEMBL		A0A8C5R7F0_9ANUR	tr|A0A8C5R7F0|A0A8C5R7F0_9ANUR Tick transposon OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	364	Leptobrachium leishanense	Tick transposon
6449					A0A3S5ABT3	40.5	79	5.07e-10	TrEMBL	PXEA_LOCUS10203	A0A3S5ABT3_9PLAT	tr|A0A3S5ABT3|A0A3S5ABT3_9PLAT LINE-1 type transposase domain-containing protein 1 OS=Protopolystoma xenopodis OX=117903 GN=PXEA_LOCUS10203 PE=4 SV=1	391	Protopolystoma xenopodis	LINE-1 type transposase domain-containing protein 1
6450					XP_030066714.1	36.6	123	5.27e-10	Nr			XP_030066714.1 LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase UBR3 [Microcaecilia unicolor]	2265	Microcaecilia unicolor	LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase UBR3
6451					P21328	28.4	366	6.71e-10	Swiss-Prot	pol	RTJK_DROME	sp|P21328|RTJK_DROME RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster OX=7227 GN=pol PE=1 SV=1	916	Drosophila melanogaster	RNA-directed DNA polymerase from mobile element jockey
6452					CAH2329919.1	40.2	82	8e-10	Nr			CAH2329919.1 Hypothetical predicted protein [Pelobates cultripes]	332	Pelobates cultripes	Hypothetical predicted protein
6453					CAH2330501.1	50.8	59	8.42e-10	Nr			CAH2330501.1 Hypothetical predicted protein [Pelobates cultripes]	85	Pelobates cultripes	Hypothetical predicted protein
6454					VEL16763.1	40.5	79	1.3e-09	Nr			VEL16763.1 unnamed protein product [Protopolystoma xenopodis]	391	Protopolystoma xenopodis	unnamed protein product
6455					XP_018420399.1	32.6	132	1.33e-09	Nr			XP_018420399.1 PREDICTED: mucin-5AC-like [Nanorana parkeri]	2837	Nanorana parkeri	PREDICTED: mucin-5AC-like
6456					OCT82952.1	36.8	87	1.85e-09	Nr			OCT82952.1 hypothetical protein XELAEV_18025488mg [Xenopus laevis]	149	Xenopus laevis	hypothetical protein XELAEV_18025488mg
6457					CAH2330683.1	31.5	168	2.45e-09	Nr			CAH2330683.1 Hypothetical predicted protein [Pelobates cultripes]	183	Pelobates cultripes	Hypothetical predicted protein
6458					XP_040272583.1	40.2	87	2.46e-09	Nr			XP_040272583.1 uncharacterized protein LOC120988885 [Bufo bufo]	229	Bufo bufo	uncharacterized protein LOC120988885
6459					XP_044146854.1	37.8	119	3.16e-09	Nr			XP_044146854.1 uncharacterized protein LOC122935155 [Bufo gargarizans]	1479	Bufo gargarizans	uncharacterized protein LOC122935155
6460					XP_040294380.1	50.7	67	3.62e-09	Nr			XP_040294380.1 keratin, type I cytoskeletal 19-like [Bufo bufo]	562	Bufo bufo	keratin, type I cytoskeletal 19-like
6461					XP_031762377.1	41.8	79	3.94e-09	Nr			XP_031762377.1 LOW QUALITY PROTEIN: nephrocystin-4 [Xenopus tropicalis]	1030	Xenopus tropicalis	LOW QUALITY PROTEIN: nephrocystin-4
6462					XP_044126392.1	35.2	125	4.49e-09	Nr			XP_044126392.1 receptor-type tyrosine-protein phosphatase beta-like [Bufo gargarizans]	2854	Bufo gargarizans	receptor-type tyrosine-protein phosphatase beta-like
6463					OCT67305.1	44.1	68	5.12e-09	Nr			OCT67305.1 hypothetical protein XELAEV_18038593mg [Xenopus laevis]	269	Xenopus laevis	hypothetical protein XELAEV_18038593mg
6464					XP_044146862.1	36.2	105	5.44e-09	Nr			XP_044146862.1 vomeronasal type-2 receptor 1-like [Bufo gargarizans]	886	Bufo gargarizans	vomeronasal type-2 receptor 1-like
6465					CAH2329754.1	55.0	60	5.56e-09	Nr			CAH2329754.1 Hypothetical predicted protein [Pelobates cultripes]	125	Pelobates cultripes	Hypothetical predicted protein
6466					Q95SX7	40.7	91	6.26e-09	Swiss-Prot	RTase	RTBS_DROME	sp|Q95SX7|RTBS_DROME Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1	906	Drosophila melanogaster	Probable RNA-directed DNA polymerase from transposon BS
6467					OCT96503.1	40.8	71	9.41e-09	Nr			OCT96503.1 hypothetical protein XELAEV_18008708mg [Xenopus laevis]	231	Xenopus laevis	hypothetical protein XELAEV_18008708mg
6468					CAH2330124.1	39.5	76	1e-08	Nr			CAH2330124.1 Hypothetical predicted protein [Pelobates cultripes]	330	Pelobates cultripes	Hypothetical predicted protein
6469					KAG8566310.1	30.3	142	1e-08	Nr			KAG8566310.1 hypothetical protein GDO81_013181 [Engystomops pustulosus]	911	Engystomops pustulosus	hypothetical protein GDO81_013181
6470					KAE8589170.1	48.2	56	1.39e-08	Nr			KAE8589170.1 hypothetical protein XENTR_v10022906 [Xenopus tropicalis]	273	Xenopus tropicalis	hypothetical protein XENTR_v10022906
6471					OCT84865.1	29.3	133	1.48e-08	Nr			OCT84865.1 hypothetical protein XELAEV_18023024mg [Xenopus laevis]	173	Xenopus laevis	hypothetical protein XELAEV_18023024mg
6472					OCT57198.1	43.1	72	1.53e-08	Nr			OCT57198.1 hypothetical protein XELAEV_18003841mg [Xenopus laevis]	287	Xenopus laevis	hypothetical protein XELAEV_18003841mg
6473					OCT79705.1	40.9	66	1.63e-08	Nr			OCT79705.1 hypothetical protein XELAEV_18026514mg [Xenopus laevis]	253	Xenopus laevis	hypothetical protein XELAEV_18026514mg
6474					XP_040181316.1	37.5	104	1.66e-08	Nr			XP_040181316.1 uncharacterized protein LOC120915124 [Rana temporaria]	301	Rana temporaria	uncharacterized protein LOC120915124
6475					KAI4825292.1	35.8	109	2e-08	Nr			KAI4825292.1 hypothetical protein KUCAC02_020978 [Chaenocephalus aceratus]	270	Chaenocephalus aceratus	hypothetical protein KUCAC02_020978
6476					KAJ1141401.1	32.7	104	2.37e-08	Nr			KAJ1141401.1 hypothetical protein NDU88_007734 [Pleurodeles waltl]	357	Pleurodeles waltl	hypothetical protein NDU88_007734
6477					XP_018409373.1	46.4	69	2.68e-08	Nr			XP_018409373.1 PREDICTED: dynein heavy chain 3, axonemal-like [Nanorana parkeri]	4416	Nanorana parkeri	PREDICTED: dynein heavy chain 3, axonemal-like
6478					OCT97298.1	38.8	80	3.33e-08	Nr			OCT97298.1 hypothetical protein XELAEV_18009524mg [Xenopus laevis]	314	Xenopus laevis	hypothetical protein XELAEV_18009524mg
6479					XP_044146133.1	31.5	130	4.19e-08	Nr			XP_044146133.1 uncharacterized protein LOC122934611 [Bufo gargarizans]	343	Bufo gargarizans	uncharacterized protein LOC122934611
6480					KAG8571259.1	34.9	109	4.27e-08	Nr			KAG8571259.1 hypothetical protein GDO81_011568 [Engystomops pustulosus]	487	Engystomops pustulosus	hypothetical protein GDO81_011568
6481					XP_040262267.1	39.7	68	4.66e-08	Nr			XP_040262267.1 FERM domain-containing protein 7 [Bufo bufo]	963	Bufo bufo	FERM domain-containing protein 7
6482					Q03274	26.9	283	7.36e-08	Swiss-Prot		PO22_POPJA	sp|Q03274|PO22_POPJA Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment) OS=Popillia japonica OX=7064 PE=4 SV=1	711	Popillia japonica	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment)
6483					P21329	36.8	87	1.64e-06	Swiss-Prot	jockey\pol	RTJK_DROFU	sp|P21329|RTJK_DROFU RNA-directed DNA polymerase from mobile element jockey OS=Drosophila funebris OX=7221 GN=jockey\pol PE=1 SV=1	916	Drosophila funebris	RNA-directed DNA polymerase from mobile element jockey
