	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
11028					A0A6S7GFF3	40.8	76	0.000881	TrEMBL	PACLA_6A062601	A0A6S7GFF3_PARCT	tr|A0A6S7GFF3|A0A6S7GFF3_PARCT Transposon Ty3-I Gag-Pol poly (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A062601 PE=4 SV=1	859	Paramuricea clavata	Transposon Ty3-I Gag-Pol poly (Fragment)
11029					A0A8B8BLT3	63.6	33	0.000884	TrEMBL	LOC111111234	A0A8B8BLT3_CRAVI	tr|A0A8B8BLT3|A0A8B8BLT3_CRAVI uncharacterized protein K02A2.6-like isoform X1 OS=Crassostrea virginica OX=6565 GN=LOC111111234 PE=4 SV=1	879	Crassostrea virginica	uncharacterized protein K02A2.6-like isoform X1
11030					A0A813YVI3	64.7	34	0.000889	TrEMBL	OXX778_LOCUS10877	A0A813YVI3_9BILA	tr|A0A813YVI3|A0A813YVI3_9BILA Retrovirus-related Pol polyprotein from transposon 17.6 OS=Brachionus calyciflorus OX=104777 GN=OXX778_LOCUS10877 PE=4 SV=1	916	Brachionus calyciflorus	Retrovirus-related Pol polyprotein from transposon 17.6
11031					XP_041349594.1	69.7	33	0.000905	Nr			XP_041349594.1 uncharacterized protein K02A2.6-like [Gigantopelta aegis]	310	Gigantopelta aegis	uncharacterized protein K02A2.6-like
11032					A0A7D9JF93	40.8	76	0.000923	TrEMBL	PACLA_6A025346	A0A7D9JF93_PARCT	tr|A0A7D9JF93|A0A7D9JF93_PARCT RNA-directed DNA polymerase (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A025346 PE=4 SV=1	1285	Paramuricea clavata	RNA-directed DNA polymerase (Fragment)
11033					A0A7D9I4R8	40.8	76	0.000928	TrEMBL	PACLA_6A054796	A0A7D9I4R8_PARCT	tr|A0A7D9I4R8|A0A7D9I4R8_PARCT Transposon Ty3-I Gag-Pol poly (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A054796 PE=4 SV=1	1366	Paramuricea clavata	Transposon Ty3-I Gag-Pol poly (Fragment)
11034					A0A7D9LF55	40.8	76	0.000947	TrEMBL	PACLA_6A015827	A0A7D9LF55_PARCT	tr|A0A7D9LF55|A0A7D9LF55_PARCT RNA-directed DNA polymerase OS=Paramuricea clavata OX=317549 GN=PACLA_6A015827 PE=4 SV=1	1774	Paramuricea clavata	RNA-directed DNA polymerase
11035	Cluster-80718.34700_A1.NODE_86819_length_1930_cov_1483.268384_g34242_i1	salamandra_salamandra_sud-nord_blastp	5.77491116982426	0.0023646138422963	KAJ1168880.1	61.2	255	3.3300000000000003e-88	Nr			KAJ1168880.1 hypothetical protein NDU88_000792 [Pleurodeles waltl]	536	Pleurodeles waltl	hypothetical protein NDU88_000792
11036					Q91XA2	28.1	171	2.99e-11	Swiss-Prot	Golm1	GOLM1_MOUSE	sp|Q91XA2|GOLM1_MOUSE Golgi membrane protein 1 OS=Mus musculus OX=10090 GN=Golm1 PE=1 SV=2	393	Mus musculus	Golgi membrane protein 1
11037					Q8NBJ4	27.1	170	5.49e-11	Swiss-Prot	GOLM1	GOLM1_HUMAN	sp|Q8NBJ4|GOLM1_HUMAN Golgi membrane protein 1 OS=Homo sapiens OX=9606 GN=GOLM1 PE=1 SV=1	401	Homo sapiens	Golgi membrane protein 1
11038					A0A7K5MX96	27.6	170	6.45e-11	TrEMBL	Golm1	A0A7K5MX96_CARCD	tr|A0A7K5MX96|A0A7K5MX96_CARCD GOLM1 protein (Fragment) OS=Cardinalis cardinalis OX=98964 GN=Golm1 PE=3 SV=1	188	Cardinalis cardinalis	GOLM1 protein (Fragment)
11039					E1C3N9	25.4	311	1.39e-10	TrEMBL	GOLM1	E1C3N9_CHICK	tr|E1C3N9|E1C3N9_CHICK Golgi membrane protein 1 OS=Gallus gallus OX=9031 GN=GOLM1 PE=3 SV=4	376	Gallus gallus	Golgi membrane protein 1
11040					NWT35480.1	27.6	170	1.66e-10	Nr			NWT35480.1 GOLM1 protein [Cardinalis cardinalis]	188	Cardinalis cardinalis	GOLM1 protein
11041					A0A8V0XUQ5	25.2	309	1.84e-10	TrEMBL	GOLM1	A0A8V0XUQ5_CHICK	tr|A0A8V0XUQ5|A0A8V0XUQ5_CHICK Golgi membrane protein 1 OS=Gallus gallus OX=9031 GN=GOLM1 PE=4 SV=1	374	Gallus gallus	Golgi membrane protein 1
11042					A0A4X2LKN6	29.9	174	2.18e-10	TrEMBL		A0A4X2LKN6_VOMUR	tr|A0A4X2LKN6|A0A4X2LKN6_VOMUR Golgi membrane protein 1 OS=Vombatus ursinus OX=29139 PE=3 SV=1	408	Vombatus ursinus	Golgi membrane protein 1
11043					XP_053432896.1	27.3	220	2.27e-10	Nr			XP_053432896.1 Golgi membrane protein 1 [Nycticebus coucang]	402	Nycticebus coucang	Golgi membrane protein 1
11044					A0A8C0CRR7	25.5	282	2.58e-10	TrEMBL	GOLM1	A0A8C0CRR7_BALMU	tr|A0A8C0CRR7|A0A8C0CRR7_BALMU Golgi membrane protein 1 OS=Balaenoptera musculus OX=9771 GN=GOLM1 PE=3 SV=1	383	Balaenoptera musculus	Golgi membrane protein 1
11045					A0A8C0CU02	25.5	282	2.87e-10	TrEMBL	GOLM1	A0A8C0CU02_BALMU	tr|A0A8C0CU02|A0A8C0CU02_BALMU Golgi membrane protein 1 OS=Balaenoptera musculus OX=9771 GN=GOLM1 PE=3 SV=1	405	Balaenoptera musculus	Golgi membrane protein 1
11046					H0WMS3	28.2	170	3.79e-10	TrEMBL	GOLM1	H0WMS3_OTOGA	tr|H0WMS3|H0WMS3_OTOGA Golgi membrane protein 1 OS=Otolemur garnettii OX=30611 GN=GOLM1 PE=3 SV=1	402	Otolemur garnettii	Golgi membrane protein 1
11047					A0A7L0Q7U3	30.3	175	4.16e-10	TrEMBL	Golm1	A0A7L0Q7U3_SETKR	tr|A0A7L0Q7U3|A0A7L0Q7U3_SETKR GOLM1 protein (Fragment) OS=Setophaga kirtlandii OX=298831 GN=Golm1 PE=3 SV=1	364	Setophaga kirtlandii	GOLM1 protein (Fragment)
11048					A0A8D0I7F8	25.4	276	4.86e-10	TrEMBL		A0A8D0I7F8_PIG	tr|A0A8D0I7F8|A0A8D0I7F8_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 PE=3 SV=1	393	Sus scrofa	Golgi membrane protein 1
11049					A0A8D0IGB7	25.4	276	5.13e-10	TrEMBL		A0A8D0IGB7_PIG	tr|A0A8D0IGB7|A0A8D0IGB7_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 PE=3 SV=1	405	Sus scrofa	Golgi membrane protein 1
11050					A0A7K7Z378	27.3	172	5.38e-10	TrEMBL	Golm1	A0A7K7Z378_THRLU	tr|A0A7K7Z378|A0A7K7Z378_THRLU GOLM1 protein (Fragment) OS=Thryothorus ludovicianus OX=74200 GN=Golm1 PE=3 SV=1	358	Thryothorus ludovicianus	GOLM1 protein (Fragment)
11051					XP_027695368.1	29.9	174	5.59e-10	Nr			XP_027695368.1 Golgi membrane protein 1-like [Vombatus ursinus]	408	Vombatus ursinus	Golgi membrane protein 1-like
11052					XP_034366810.1	27.1	181	5.77e-10	Nr			XP_034366810.1 Golgi membrane protein 1 isoform X2 [Arvicanthis niloticus]	359	Arvicanthis niloticus	Golgi membrane protein 1 isoform X2
11053					A0A7K8RZB1	27.9	172	5.87e-10	TrEMBL	Golm1	A0A7K8RZB1_9PASS	tr|A0A7K8RZB1|A0A7K8RZB1_9PASS GOLM1 protein (Fragment) OS=Rhodinocichla rosea OX=58203 GN=Golm1 PE=3 SV=1	373	Rhodinocichla rosea	GOLM1 protein (Fragment)
11054					A0A7L0UUT5	27.9	172	5.87e-10	TrEMBL	Golm1	A0A7L0UUT5_9PASE	tr|A0A7L0UUT5|A0A7L0UUT5_9PASE GOLM1 protein (Fragment) OS=Leptocoma aspasia OX=2585812 GN=Golm1 PE=3 SV=1	373	Leptocoma aspasia	GOLM1 protein (Fragment)
11055					A0A8C2TAW5	30.2	172	6e-10	TrEMBL	GOLM1	A0A8C2TAW5_COTJA	tr|A0A8C2TAW5|A0A8C2TAW5_COTJA Golgi membrane protein 1 OS=Coturnix japonica OX=93934 GN=GOLM1 PE=3 SV=1	377	Coturnix japonica	Golgi membrane protein 1
11056					XP_036711757.1	25.5	282	6.64e-10	Nr			XP_036711757.1 Golgi membrane protein 1 isoform X2 [Balaenoptera musculus]	383	Balaenoptera musculus	Golgi membrane protein 1 isoform X2
11057					XP_034366809.1	27.1	181	7.05e-10	Nr			XP_034366809.1 Golgi membrane protein 1 isoform X1 [Arvicanthis niloticus]	395	Arvicanthis niloticus	Golgi membrane protein 1 isoform X1
11058					XP_041336639.1	27.9	172	7.08e-10	Nr			XP_041336639.1 Golgi membrane protein 1 isoform X2 [Pyrgilauda ruficollis]	396	Pyrgilauda ruficollis	Golgi membrane protein 1 isoform X2
11059					XP_036711756.1	25.5	282	7.37e-10	Nr			XP_036711756.1 Golgi membrane protein 1 isoform X1 [Balaenoptera musculus]	405	Balaenoptera musculus	Golgi membrane protein 1 isoform X1
11060					A0A7K9QIX8	27.9	172	7.47e-10	TrEMBL	Golm1	A0A7K9QIX8_IRECY	tr|A0A7K9QIX8|A0A7K9QIX8_IRECY GOLM1 protein (Fragment) OS=Irena cyanogastra OX=175120 GN=Golm1 PE=3 SV=1	364	Irena cyanogastra	GOLM1 protein (Fragment)
11061					XP_041336638.1	27.9	172	7.6e-10	Nr			XP_041336638.1 Golgi membrane protein 1 isoform X1 [Pyrgilauda ruficollis]	412	Pyrgilauda ruficollis	Golgi membrane protein 1 isoform X1
11062					A0A287B2M4	27.1	236	7.69e-10	TrEMBL	GOLM1	A0A287B2M4_PIG	tr|A0A287B2M4|A0A287B2M4_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 GN=GOLM1 PE=1 SV=2	369	Sus scrofa	Golgi membrane protein 1
11063					A0A8D1M2A2	27.1	236	7.73e-10	TrEMBL		A0A8D1M2A2_PIG	tr|A0A8D1M2A2|A0A8D1M2A2_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 PE=3 SV=1	370	Sus scrofa	Golgi membrane protein 1
11064					A0A8D1VWP5	27.1	236	7.73e-10	TrEMBL		A0A8D1VWP5_PIG	tr|A0A8D1VWP5|A0A8D1VWP5_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 PE=3 SV=1	370	Sus scrofa	Golgi membrane protein 1
11065					A0A5G2QRQ6	27.1	236	7.73e-10	TrEMBL	GOLM1	A0A5G2QRQ6_PIG	tr|A0A5G2QRQ6|A0A5G2QRQ6_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 GN=GOLM1 PE=1 SV=2	370	Sus scrofa	Golgi membrane protein 1
11066					G3W1F4	28.4	176	8.53e-10	TrEMBL	GOLM1	G3W1F4_SARHA	tr|G3W1F4|G3W1F4_SARHA Golgi membrane protein 1 OS=Sarcophilus harrisii OX=9305 GN=GOLM1 PE=3 SV=1	389	Sarcophilus harrisii	Golgi membrane protein 1
11067					A0A8D1DKM7	27.1	236	8.61e-10	TrEMBL		A0A8D1DKM7_PIG	tr|A0A8D1DKM7|A0A8D1DKM7_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 PE=3 SV=1	391	Sus scrofa	Golgi membrane protein 1
11068					A0A8D1M1L6	27.1	236	8.61e-10	TrEMBL		A0A8D1M1L6_PIG	tr|A0A8D1M1L6|A0A8D1M1L6_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 PE=3 SV=1	391	Sus scrofa	Golgi membrane protein 1
11069					A0A8D1VUG3	27.1	236	8.61e-10	TrEMBL		A0A8D1VUG3_PIG	tr|A0A8D1VUG3|A0A8D1VUG3_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 PE=3 SV=1	391	Sus scrofa	Golgi membrane protein 1
11070					A0A8D1HM34	27.1	236	8.69e-10	TrEMBL	GOLM1	A0A8D1HM34_PIG	tr|A0A8D1HM34|A0A8D1HM34_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 GN=GOLM1 PE=3 SV=1	393	Sus scrofa	Golgi membrane protein 1
11071					A0A8D1XZU0	27.1	236	8.69e-10	TrEMBL		A0A8D1XZU0_PIG	tr|A0A8D1XZU0|A0A8D1XZU0_PIG Golgi membrane protein 1 OS=Sus scrofa OX=9823 PE=3 SV=1	393	Sus scrofa	Golgi membrane protein 1
11072					XP_003783039.1	28.2	170	9.73e-10	Nr			XP_003783039.1 Golgi membrane protein 1 [Otolemur garnettii]	402	Otolemur garnettii	Golgi membrane protein 1
11073					NXL14030.1	30.3	175	1.07e-09	Nr			NXL14030.1 GOLM1 protein [Setophaga kirtlandii]	364	Setophaga kirtlandii	GOLM1 protein
11074					NXA84484.1	27.3	172	1.38e-09	Nr			NXA84484.1 GOLM1 protein [Thryothorus ludovicianus]	358	Thryothorus ludovicianus	GOLM1 protein
11075					XP_053149740.1	28.2	170	1.43e-09	Nr			XP_053149740.1 Golgi membrane protein 1 [Hemicordylus capensis]	426	Hemicordylus capensis	Golgi membrane protein 1
11076					NXL70896.1	27.9	172	1.51e-09	Nr			NXL70896.1 GOLM1 protein [Leptocoma aspasia]	373	Leptocoma aspasia	GOLM1 protein
11077					NXF22420.1	27.9	172	1.51e-09	Nr			NXF22420.1 GOLM1 protein [Rhodinocichla rosea]	373	Rhodinocichla rosea	GOLM1 protein
11078					XP_040512396.1	25.1	311	1.53e-09	Nr			XP_040512396.1 Golgi membrane protein 1 isoform X1 [Gallus gallus]	376	Gallus gallus	Golgi membrane protein 1 isoform X1
11079					XP_038625617.1	28.2	170	1.64e-09	Nr			XP_038625617.1 Golgi membrane protein 1 [Tachyglossus aculeatus]	389	Tachyglossus aculeatus	Golgi membrane protein 1
11080					XP_039585503.1	27.6	170	1.68e-09	Nr			XP_039585503.1 Golgi membrane protein 1 [Passer montanus]	395	Passer montanus	Golgi membrane protein 1
11081					XP_040512403.1	29.4	170	1.72e-09	Nr			XP_040512403.1 Golgi membrane protein 1 isoform X2 [Gallus gallus]	280	Gallus gallus	Golgi membrane protein 1 isoform X2
11082					XP_015704772.1	30.2	172	1.8e-09	Nr			XP_015704772.1 Golgi membrane protein 1 isoform X1 [Coturnix japonica]	410	Coturnix japonica	Golgi membrane protein 1 isoform X1
11083					NXI11515.1	27.9	172	1.92e-09	Nr			NXI11515.1 GOLM1 protein [Irena cyanogastra]	364	Irena cyanogastra	GOLM1 protein
11084					XP_023353435.1	28.4	176	2.19e-09	Nr			XP_023353435.1 Golgi membrane protein 1 [Sarcophilus harrisii]	389	Sarcophilus harrisii	Golgi membrane protein 1
11085					XP_051822007.1	28.4	176	2.25e-09	Nr			XP_051822007.1 Golgi membrane protein 1 [Antechinus flavipes]	395	Antechinus flavipes	Golgi membrane protein 1
11086					XP_036259296.1	27.9	172	2.26e-09	Nr			XP_036259296.1 Golgi membrane protein 1 [Molothrus ater]	396	Molothrus ater	Golgi membrane protein 1
11087	Cluster-80718.34745_A1.NODE_71706_length_2374_cov_87.384482_g6778_i6	salamandra_salamandra_sud-nord_blastp	2.04655582013636	0.0355420936993381	XP_044131955.1	54.1	185	1.4899999999999999e-61	Nr			XP_044131955.1 uncharacterized protein LOC122924683 [Bufo gargarizans]	479	Bufo gargarizans	uncharacterized protein LOC122924683
11088					XP_044845459.1	49.4	178	8.240000000000001e-47	Nr			XP_044845459.1 uncharacterized protein LOC123350792 [Mauremys mutica]	493	Mauremys mutica	uncharacterized protein LOC123350792
11089					XP_044856928.1	49.4	178	8.240000000000001e-47	Nr			XP_044856928.1 uncharacterized protein LOC123358686 [Mauremys mutica]	493	Mauremys mutica	uncharacterized protein LOC123358686
11090					XP_039361366.1	49.4	178	1.51e-46	Nr			XP_039361366.1 uncharacterized protein LOC120386283 [Mauremys reevesii]	471	Mauremys reevesii	uncharacterized protein LOC120386283
11091					XP_039374966.1	49.4	178	2.26e-46	Nr			XP_039374966.1 uncharacterized protein LOC120394858 [Mauremys reevesii]	493	Mauremys reevesii	uncharacterized protein LOC120394858
11092					XP_044873484.1	49.4	178	2.26e-46	Nr			XP_044873484.1 uncharacterized protein LOC123370759 [Mauremys mutica]	493	Mauremys mutica	uncharacterized protein LOC123370759
11093					XP_048685423.1	47.3	188	5.02e-46	Nr			XP_048685423.1 uncharacterized protein LOC125626461 isoform X1 [Caretta caretta]	500	Caretta caretta	uncharacterized protein LOC125626461 isoform X1
11094					XP_048718466.1	47.2	180	8.039999999999999e-46	Nr			XP_048718466.1 uncharacterized protein LOC125641918 isoform X1 [Caretta caretta]	470	Caretta caretta	uncharacterized protein LOC125641918 isoform X1
11095					XP_048690767.1	44.3	192	3.36e-45	Nr			XP_048690767.1 syncytin-A-like isoform X1 [Caretta caretta]	390	Caretta caretta	syncytin-A-like isoform X1
11096					XP_039360367.1	47.8	180	8.699999999999999e-45	Nr			XP_039360367.1 uncharacterized protein LOC120385895 [Mauremys reevesii]	490	Mauremys reevesii	uncharacterized protein LOC120385895
11097					XP_048726316.1	44.3	192	9.99e-45	Nr			XP_048726316.1 uncharacterized protein LOC125645176 [Caretta caretta]	498	Caretta caretta	uncharacterized protein LOC125645176
11098					XP_048726353.1	44.3	192	1.03e-44	Nr			XP_048726353.1 uncharacterized protein LOC125645184 [Caretta caretta]	500	Caretta caretta	uncharacterized protein LOC125645184
11099					XP_048702176.1	47.4	175	1.59e-44	Nr			XP_048702176.1 syncytin-B-like [Caretta caretta]	383	Caretta caretta	syncytin-B-like
11100					XP_048720714.1	44.3	192	2.01e-44	Nr			XP_048720714.1 uncharacterized protein LOC125642866 isoform X2 [Caretta caretta]	565	Caretta caretta	uncharacterized protein LOC125642866 isoform X2
11101					XP_048707673.1	44.3	192	5.53e-44	Nr			XP_048707673.1 uncharacterized protein LOC125637349 [Caretta caretta]	500	Caretta caretta	uncharacterized protein LOC125637349
11102					XP_048720710.1	44.3	192	6.89e-44	Nr			XP_048720710.1 uncharacterized protein LOC125642866 isoform X1 [Caretta caretta]	673	Caretta caretta	uncharacterized protein LOC125642866 isoform X1
11103					A0A2D4IHY6	48.0	175	7.62e-44	TrEMBL		A0A2D4IHY6_MICLE	tr|A0A2D4IHY6|A0A2D4IHY6_MICLE ENV1 protein (Fragment) OS=Micrurus lemniscatus lemniscatus OX=129467 PE=4 SV=1	315	Micrurus lemniscatus lemniscatus	ENV1 protein (Fragment)
11104					XP_048723916.1	44.3	192	7.79e-44	Nr			XP_048723916.1 uncharacterized protein LOC125644273 [Caretta caretta]	687	Caretta caretta	uncharacterized protein LOC125644273
11105					XP_048699579.1	44.3	192	1.0800000000000002e-43	Nr			XP_048699579.1 uncharacterized protein LOC125633812 isoform X3 [Caretta caretta]	500	Caretta caretta	uncharacterized protein LOC125633812 isoform X3
11106					XP_048673536.1	43.8	192	2.4500000000000003e-43	Nr			XP_048673536.1 uncharacterized protein LOC125621099 [Caretta caretta]	554	Caretta caretta	uncharacterized protein LOC125621099
11107					XP_048700863.1	46.0	176	2.8500000000000004e-43	Nr			XP_048700863.1 uncharacterized protein LOC125634328 [Caretta caretta]	687	Caretta caretta	uncharacterized protein LOC125634328
11108					XP_048699578.1	44.3	192	2.8500000000000004e-43	Nr			XP_048699578.1 uncharacterized protein LOC125633812 isoform X2 [Caretta caretta]	565	Caretta caretta	uncharacterized protein LOC125633812 isoform X2
11109					XP_048699577.1	44.3	192	3.73e-43	Nr			XP_048699577.1 uncharacterized protein LOC125633812 isoform X1 [Caretta caretta]	586	Caretta caretta	uncharacterized protein LOC125633812 isoform X1
11110					XP_048700177.1	43.8	192	1.13e-42	Nr			XP_048700177.1 uncharacterized protein LOC125634051 [Caretta caretta]	500	Caretta caretta	uncharacterized protein LOC125634051
11111					XP_048691117.1	42.8	194	1.6799999999999997e-42	Nr			XP_048691117.1 uncharacterized protein LOC125629770 [Caretta caretta]	526	Caretta caretta	uncharacterized protein LOC125629770
11112					A0A2H4RC10	44.7	179	9.889999999999999e-42	TrEMBL		A0A2H4RC10_9SAUR	tr|A0A2H4RC10|A0A2H4RC10_9SAUR Envelope protein Mab4 OS=Mabuya sp. NRPS-2014 OX=1496371 PE=4 SV=1	428	Mabuya sp. NRPS-2014	Envelope protein Mab4
11113					ATY46614.1	44.7	179	2.54e-41	Nr			ATY46614.1 envelope protein Mab4 [Mabuya sp. NRPS-2014]	428	Mabuya sp. NRPS-2014	envelope protein Mab4
11114					A0A6J0SDZ6	43.1	181	8.269999999999999e-41	TrEMBL	LOC110071128	A0A6J0SDZ6_9SAUR	tr|A0A6J0SDZ6|A0A6J0SDZ6_9SAUR syncytin-2-like OS=Pogona vitticeps OX=103695 GN=LOC110071128 PE=4 SV=1	472	Pogona vitticeps	syncytin-2-like
11115					A0A2H6NIC5	50.3	153	6.56e-39	TrEMBL		A0A2H6NIC5_MICLE	tr|A0A2H6NIC5|A0A2H6NIC5_MICLE ENV1 protein (Fragment) OS=Micrurus lemniscatus carvalhoi OX=129465 PE=4 SV=1	198	Micrurus lemniscatus carvalhoi	ENV1 protein (Fragment)
11116					A0A8J1KN26	48.9	137	7.71e-37	TrEMBL	LOC121393669	A0A8J1KN26_XENLA	tr|A0A8J1KN26|A0A8J1KN26_XENLA uncharacterized protein LOC121393669 OS=Xenopus laevis OX=8355 GN=LOC121393669 PE=4 SV=1	347	Xenopus laevis	uncharacterized protein LOC121393669
11117					A0A8J1LCG4	50.0	132	6.7e-36	TrEMBL	LOC121396374	A0A8J1LCG4_XENLA	tr|A0A8J1LCG4|A0A8J1LCG4_XENLA uncharacterized protein LOC121396374 OS=Xenopus laevis OX=8355 GN=LOC121396374 PE=4 SV=1	353	Xenopus laevis	uncharacterized protein LOC121396374
11118					A0A8D0BXL0	49.4	160	1.5900000000000002e-35	TrEMBL		A0A8D0BXL0_SALMN	tr|A0A8D0BXL0|A0A8D0BXL0_SALMN Peptidase A2 domain-containing protein OS=Salvator merianae OX=96440 PE=4 SV=1	438	Salvator merianae	Peptidase A2 domain-containing protein
11119					A0A2H4RC06	42.3	175	2.64e-35	TrEMBL		A0A2H4RC06_9SAUR	tr|A0A2H4RC06|A0A2H4RC06_9SAUR Envelope protein Mab3 OS=Mabuya sp. NRPS-2014 OX=1496371 PE=4 SV=1	428	Mabuya sp. NRPS-2014	Envelope protein Mab3
11120					A0A2D4MFZ4	41.0	144	1.1800000000000001e-29	TrEMBL		A0A2D4MFZ4_9SAUR	tr|A0A2D4MFZ4|A0A2D4MFZ4_9SAUR KASH domain-containing protein OS=Micrurus spixii OX=129469 PE=4 SV=1	181	Micrurus spixii	KASH domain-containing protein
11121					A0A091F3M8	46.5	157	4.16e-28	TrEMBL	N302_07785	A0A091F3M8_CORBR	tr|A0A091F3M8|A0A091F3M8_CORBR SYNA protein (Fragment) OS=Corvus brachyrhynchos OX=85066 GN=N302_07785 PE=4 SV=1	160	Corvus brachyrhynchos	SYNA protein (Fragment)
11122					A0A8K1LV18	43.0	172	9.350000000000001e-27	TrEMBL	HGM15179_000399	A0A8K1LV18_9PASS	tr|A0A8K1LV18|A0A8K1LV18_9PASS Env polyprotein OS=Zosterops borbonicus OX=364589 GN=HGM15179_000399 PE=4 SV=1	227	Zosterops borbonicus	Env polyprotein
11123					A0A091EE26	44.1	136	1.11e-26	TrEMBL	N302_14671	A0A091EE26_CORBR	tr|A0A091EE26|A0A091EE26_CORBR Envelope glycoprotein (Fragment) OS=Corvus brachyrhynchos OX=85066 GN=N302_14671 PE=4 SV=1	154	Corvus brachyrhynchos	Envelope glycoprotein (Fragment)
11124					A0A851YAV7	44.2	172	2.0700000000000002e-26	TrEMBL	Fv4	A0A851YAV7_EOLRO	tr|A0A851YAV7|A0A851YAV7_EOLRO ENV2 protein (Fragment) OS=Eolophus roseicapilla OX=176039 GN=Fv4 PE=4 SV=1	262	Eolophus roseicapilla	ENV2 protein (Fragment)
11125					A0A6P9D5L9	36.3	171	8e-26	TrEMBL	LOC117673571	A0A6P9D5L9_PANGU	tr|A0A6P9D5L9|A0A6P9D5L9_PANGU uncharacterized protein LOC117673571 OS=Pantherophis guttatus OX=94885 GN=LOC117673571 PE=4 SV=1	313	Pantherophis guttatus	uncharacterized protein LOC117673571
11126					A0A3M0J3J4	45.4	152	1.38e-25	TrEMBL	DUI87_28339	A0A3M0J3J4_HIRRU	tr|A0A3M0J3J4|A0A3M0J3J4_HIRRU Envelope glycoprotein OS=Hirundo rustica rustica OX=333673 GN=DUI87_28339 PE=4 SV=1	449	Hirundo rustica rustica	Envelope glycoprotein
11127					A0A8K1G2M1	43.3	150	1.52e-25	TrEMBL	HGM15179_016430	A0A8K1G2M1_9PASS	tr|A0A8K1G2M1|A0A8K1G2M1_9PASS Envelope glycoprotein OS=Zosterops borbonicus OX=364589 GN=HGM15179_016430 PE=4 SV=1	260	Zosterops borbonicus	Envelope glycoprotein
11128					A0A834A7D2	44.4	124	1.59e-25	TrEMBL	HJG60_011217	A0A834A7D2_9CHIR	tr|A0A834A7D2|A0A834A7D2_9CHIR ERVV2 protein OS=Phyllostomus discolor OX=89673 GN=HJG60_011217 PE=4 SV=1	126	Phyllostomus discolor	ERVV2 protein
11129					A0A3M0JUH9	47.5	122	2.6e-25	TrEMBL	DUI87_19196	A0A3M0JUH9_HIRRU	tr|A0A3M0JUH9|A0A3M0JUH9_HIRRU MLVIN_C domain-containing protein OS=Hirundo rustica rustica OX=333673 GN=DUI87_19196 PE=4 SV=1	304	Hirundo rustica rustica	MLVIN_C domain-containing protein
11130					A0A094KL73	45.4	141	3.58e-25	TrEMBL	N338_02989	A0A094KL73_PODCR	tr|A0A094KL73|A0A094KL73_PODCR Glycoprotein (Fragment) OS=Podiceps cristatus OX=345573 GN=N338_02989 PE=4 SV=1	155	Podiceps cristatus	Glycoprotein (Fragment)
11131					A0A8K1D7K8	43.0	151	6.03e-25	TrEMBL	HGM15179_021811	A0A8K1D7K8_9PASS	tr|A0A8K1D7K8|A0A8K1D7K8_9PASS Glycoprotein X (Fragment) OS=Zosterops borbonicus OX=364589 GN=HGM15179_021811 PE=4 SV=1	261	Zosterops borbonicus	Glycoprotein X (Fragment)
11132					A0A091EBG6	45.6	158	8.15e-25	TrEMBL	N302_03476	A0A091EBG6_CORBR	tr|A0A091EBG6|A0A091EBG6_CORBR SYNA protein (Fragment) OS=Corvus brachyrhynchos OX=85066 GN=N302_03476 PE=4 SV=1	160	Corvus brachyrhynchos	SYNA protein (Fragment)
