query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-ASIM_LOCUS15678	7209.EJD75047.1	1e-218	607.0	COG0057@1|root,KOG0657@2759|Eukaryota,38DPH@33154|Opisthokonta,3BA6Z@33208|Metazoa,3CRFX@33213|Bilateria,40FCJ@6231|Nematoda,1KUTI@119089|Chromadorea	33208|Metazoa	G	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	GO:0000003,GO:0000226,GO:0000740,GO:0000768,GO:0001669,GO:0001817,GO:0001819,GO:0001906,GO:0001907,GO:0002376,GO:0002791,GO:0002793,GO:0003006,GO:0003674,GO:0003824,GO:0004365,GO:0004857,GO:0004866,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005811,GO:0005829,GO:0005856,GO:0005886,GO:0005929,GO:0005975,GO:0005996,GO:0006006,GO:0006007,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006109,GO:0006110,GO:0006139,GO:0006140,GO:0006163,GO:0006164,GO:0006165,GO:0006417,GO:0006464,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006735,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0006915,GO:0006928,GO:0006949,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0006996,GO:0007010,GO:0007017,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007520,GO:0007525,GO:0008017,GO:0008092,GO:0008150,GO:0008152,GO:0008219,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009435,GO:0009605,GO:0009607,GO:0009620,GO:0009653,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010033,GO:0010466,GO:0010468,GO:0010506,GO:0010556,GO:0010558,GO:0010562,GO:0010605,GO:0010608,GO:0010629,GO:0010941,GO:0010942,GO:0010951,GO:0012501,GO:0012505,GO:0014902,GO:0015630,GO:0015631,GO:0016020,GO:0016043,GO:0016051,GO:0016052,GO:0016053,GO:0016241,GO:0016310,GO:0016491,GO:0016620,GO:0016740,GO:0016769,GO:0016903,GO:0017014,GO:0017144,GO:0017148,GO:0018119,GO:0018130,GO:0018193,GO:0018198,GO:0019219,GO:0019220,GO:0019222,GO:0019318,GO:0019319,GO:0019320,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019538,GO:0019637,GO:0019674,GO:0019693,GO:0019730,GO:0019752,GO:0019828,GO:0019899,GO:0019904,GO:0019953,GO:0022412,GO:0022414,GO:0030016,GO:0030017,GO:0030018,GO:0030141,GO:0030154,GO:0030162,GO:0030234,GO:0030317,GO:0030414,GO:0030808,GO:0030810,GO:0030811,GO:0030813,GO:0031090,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031329,GO:0031331,GO:0031341,GO:0031343,GO:0031410,GO:0031430,GO:0031514,GO:0031640,GO:0031647,GO:0031672,GO:0031674,GO:0031965,GO:0031967,GO:0031975,GO:0031982,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032787,GO:0032879,GO:0032880,GO:0032991,GO:0033500,GO:0034097,GO:0034248,GO:0034249,GO:0034341,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035605,GO:0035606,GO:0035686,GO:0035821,GO:0036126,GO:0036211,GO:0040011,GO:0042221,GO:0042325,GO:0042327,GO:0042592,GO:0042593,GO:0042692,GO:0042802,GO:0042866,GO:0042981,GO:0042995,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043086,GO:0043170,GO:0043207,GO:0043209,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043292,GO:0043412,GO:0043436,GO:0043467,GO:0043470,GO:0043891,GO:0043900,GO:0043902,GO:0043903,GO:0044003,GO:0044004,GO:0044068,GO:0044092,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044364,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044428,GO:0044441,GO:0044444,GO:0044446,GO:0044449,GO:0044463,GO:0044464,GO:0044531,GO:0044532,GO:0044533,GO:0044703,GO:0045087,GO:0045821,GO:0045861,GO:0045913,GO:0045935,GO:0045937,GO:0045981,GO:0046031,GO:0046034,GO:0046364,GO:0046365,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0048232,GO:0048284,GO:0048468,GO:0048515,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048609,GO:0048646,GO:0048856,GO:0048869,GO:0048870,GO:0048878,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050789,GO:0050790,GO:0050794,GO:0050821,GO:0050832,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051146,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051186,GO:0051188,GO:0051193,GO:0051194,GO:0051196,GO:0051197,GO:0051222,GO:0051223,GO:0051239,GO:0051240,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0051402,GO:0051674,GO:0051701,GO:0051702,GO:0051704,GO:0051707,GO:0051709,GO:0051712,GO:0051716,GO:0051817,GO:0051818,GO:0051851,GO:0051852,GO:0051873,GO:0051883,GO:0052040,GO:0052042,GO:0052248,GO:0052330,GO:0052433,GO:0052501,GO:0052547,GO:0052548,GO:0055086,GO:0055114,GO:0060255,GO:0060359,GO:0060548,GO:0061024,GO:0061025,GO:0061061,GO:0061134,GO:0061135,GO:0061615,GO:0061620,GO:0061621,GO:0061718,GO:0061844,GO:0062012,GO:0062013,GO:0065007,GO:0065008,GO:0065009,GO:0070201,GO:0070887,GO:0070997,GO:0071310,GO:0071345,GO:0071346,GO:0071704,GO:0071840,GO:0071944,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0080090,GO:0090087,GO:0090174,GO:0090407,GO:0097223,GO:0097228,GO:0097452,GO:0097708,GO:0097718,GO:0097722,GO:0097729,GO:0098542,GO:0098772,GO:0099080,GO:0099081,GO:0099503,GO:0099512,GO:0120025,GO:0120038,GO:0140096,GO:1900371,GO:1900373,GO:1900542,GO:1900544,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901698,GO:1903530,GO:1903532,GO:1903578,GO:1903580,GO:1904951,GO:1990904,GO:2000112,GO:2000113,GO:2001169,GO:2001171	1.2.1.12	ko:K00134,ko:K10705	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
gene-ASIM_LOCUS15686	7209.EFO18262.2	1.43e-63	199.0	KOG4069@1|root,KOG4069@2759|Eukaryota,3A0NT@33154|Opisthokonta,3BPBC@33208|Metazoa,3E4US@33213|Bilateria,40QXP@6231|Nematoda,1M0MI@119089|Chromadorea	33208|Metazoa	S	Golgin subfamily A member 7/ERF4 family	GOLGA7	GO:0000139,GO:0001775,GO:0002178,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0006464,GO:0006497,GO:0006605,GO:0006612,GO:0006807,GO:0006810,GO:0006886,GO:0006887,GO:0006892,GO:0006893,GO:0006955,GO:0008104,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016192,GO:0018193,GO:0018198,GO:0018230,GO:0018231,GO:0018345,GO:0019538,GO:0030141,GO:0031090,GO:0031224,GO:0031228,GO:0031300,GO:0031410,GO:0031647,GO:0031974,GO:0031982,GO:0031984,GO:0032940,GO:0032991,GO:0033036,GO:0034613,GO:0034645,GO:0036211,GO:0036230,GO:0042119,GO:0042157,GO:0042158,GO:0042886,GO:0043001,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045184,GO:0045321,GO:0046903,GO:0046907,GO:0048193,GO:0050821,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061951,GO:0065007,GO:0065008,GO:0070013,GO:0070727,GO:0070820,GO:0071702,GO:0071704,GO:0071705,GO:0072657,GO:0072659,GO:0090150,GO:0097708,GO:0098588,GO:0098791,GO:0098876,GO:0099503,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1904724,GO:1990234,GO:1990778	-	-	-	-	-	-	-	-	-	-	Erf4
gene-ASIM_LOCUS15689	7209.EJD73645.1	1.97e-310	874.0	KOG1452@1|root,KOG3528@1|root,KOG1452@2759|Eukaryota,KOG3528@2759|Eukaryota,38IYE@33154|Opisthokonta,3BEB1@33208|Metazoa,3D369@33213|Bilateria,40BJ1@6231|Nematoda,1KV88@119089|Chromadorea	33208|Metazoa	T	GTPase activator for the Rho-type GTPases by converting them to an inactive GDP-bound state. Regulates the localization and assembly of presynaptic components during presynaptic development and is required for specifying the identity of axons during initial polarity acquisition. In these roles it is thought to act cell autonomously downstream of syg-1 and syg-2 and upstream of syd-2, possibly as a positive regulator of the latter. Required for the control of movement, egg-laying and the correct localization of elks-1	syd-1	GO:0000902,GO:0000904,GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0003674,GO:0005096,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0006928,GO:0006935,GO:0006996,GO:0007010,GO:0007017,GO:0007018,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0007266,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007423,GO:0008047,GO:0008088,GO:0008104,GO:0008150,GO:0009605,GO:0009653,GO:0009887,GO:0009987,GO:0010970,GO:0016020,GO:0016043,GO:0016049,GO:0017016,GO:0017048,GO:0019899,GO:0022008,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0030234,GO:0030695,GO:0030705,GO:0030865,GO:0031175,GO:0031267,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0033036,GO:0034613,GO:0035556,GO:0040007,GO:0040011,GO:0042051,GO:0042221,GO:0042330,GO:0042461,GO:0042462,GO:0042734,GO:0043085,GO:0043087,GO:0043547,GO:0043954,GO:0044093,GO:0044424,GO:0044425,GO:0044456,GO:0044459,GO:0044464,GO:0045202,GO:0045466,GO:0045467,GO:0046530,GO:0046907,GO:0048468,GO:0048495,GO:0048513,GO:0048588,GO:0048589,GO:0048592,GO:0048666,GO:0048667,GO:0048675,GO:0048699,GO:0048731,GO:0048749,GO:0048786,GO:0048789,GO:0048790,GO:0048812,GO:0048846,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050790,GO:0050794,GO:0050808,GO:0050896,GO:0051020,GO:0051179,GO:0051234,GO:0051336,GO:0051345,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051716,GO:0060560,GO:0060589,GO:0061564,GO:0065007,GO:0065009,GO:0070727,GO:0071840,GO:0071944,GO:0090596,GO:0090630,GO:0097060,GO:0097458,GO:0097479,GO:0097485,GO:0098590,GO:0098772,GO:0098793,GO:0099111,GO:0099558,GO:0120036,GO:0120039,GO:1902284,GO:1990138,GO:1990709	-	ko:K20655	-	-	-	-	ko00000,ko04131	-	-	-	C2,PDZ,RhoGAP
gene-ASIM_LOCUS15698	7209.EJD75492.1	1.74e-148	447.0	COG1506@1|root,KOG2100@2759|Eukaryota,38B5Y@33154|Opisthokonta,3BDDF@33208|Metazoa,3CXCG@33213|Bilateria,40BWM@6231|Nematoda,1KVHK@119089|Chromadorea	33208|Metazoa	O	serine-type peptidase activity	APEH	GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005829,GO:0006412,GO:0006415,GO:0006508,GO:0006518,GO:0006807,GO:0006810,GO:0006887,GO:0006955,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008242,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0012505,GO:0016020,GO:0016043,GO:0016192,GO:0016787,GO:0017171,GO:0019538,GO:0022411,GO:0030141,GO:0031090,GO:0031410,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031982,GO:0032940,GO:0032984,GO:0034641,GO:0034645,GO:0036230,GO:0042119,GO:0042802,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046903,GO:0050435,GO:0050896,GO:0051179,GO:0051234,GO:0070011,GO:0070013,GO:0071704,GO:0071840,GO:0097708,GO:0099503,GO:0101002,GO:0140096,GO:1901564,GO:1901566,GO:1901576,GO:1904813	3.4.19.1	ko:K01303	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_S9
gene-ASIM_LOCUS15701	7209.EFO23470.1	8.97e-78	235.0	COG5150@1|root,KOG0871@2759|Eukaryota,3A3SW@33154|Opisthokonta,3BHRN@33208|Metazoa,3D2JM@33213|Bilateria,40DXW@6231|Nematoda,1KZ0A@119089|Chromadorea	33208|Metazoa	K	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	DR1	GO:0000122,GO:0000123,GO:0000981,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0003712,GO:0003714,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005671,GO:0006139,GO:0006325,GO:0006338,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006464,GO:0006473,GO:0006475,GO:0006725,GO:0006807,GO:0006996,GO:0008134,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016043,GO:0016070,GO:0016569,GO:0016570,GO:0016573,GO:0017025,GO:0018130,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0031248,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0034728,GO:0036211,GO:0042766,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043543,GO:0043933,GO:0043966,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1902493,GO:1902494,GO:1902562,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990234,GO:2000112,GO:2000113,GO:2001141	-	ko:K21751	-	-	-	-	ko00000,ko03021	-	-	-	CBFD_NFYB_HMF
gene-ASIM_LOCUS15707	7209.EFO18974.2	4.36e-115	338.0	KOG4130@1|root,KOG4130@2759|Eukaryota,39S0C@33154|Opisthokonta,3BH8R@33208|Metazoa,3DA20@33213|Bilateria,40E7R@6231|Nematoda,1KWIP@119089|Chromadorea	33208|Metazoa	O	CAAX protease self-immunity	RCE1	GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0004222,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005829,GO:0005886,GO:0005887,GO:0006464,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008237,GO:0009987,GO:0010467,GO:0012505,GO:0016020,GO:0016021,GO:0016485,GO:0016579,GO:0016787,GO:0019538,GO:0030176,GO:0031224,GO:0031226,GO:0031227,GO:0031984,GO:0036211,GO:0042175,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0051604,GO:0070011,GO:0070646,GO:0070647,GO:0071586,GO:0071704,GO:0071944,GO:0080120,GO:0098827,GO:0140096,GO:1901564	-	ko:K08658	ko00900,ko01130,map00900,map01130	-	R09845	RC00141	ko00000,ko00001,ko01000,ko01002	-	-	-	Abi
gene-ASIM_LOCUS15711	7209.EJD75017.1	0.0	1139.0	KOG4151@1|root,KOG4151@2759|Eukaryota,38EWU@33154|Opisthokonta,3BCPU@33208|Metazoa,3CSQ0@33213|Bilateria,40CMM@6231|Nematoda,1KTVF@119089|Chromadorea	33208|Metazoa	DO	Myosin-binding striated muscle assembly central	UNC45A	GO:0000003,GO:0001654,GO:0002088,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005794,GO:0005829,GO:0005886,GO:0005938,GO:0006457,GO:0006950,GO:0006996,GO:0007010,GO:0007275,GO:0007423,GO:0007507,GO:0007517,GO:0007519,GO:0007525,GO:0007610,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009653,GO:0009790,GO:0009792,GO:0009888,GO:0009987,GO:0010927,GO:0012505,GO:0014706,GO:0016020,GO:0016043,GO:0016604,GO:0016607,GO:0018991,GO:0019098,GO:0019899,GO:0022414,GO:0022607,GO:0030016,GO:0030017,GO:0030018,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0031033,GO:0031034,GO:0031072,GO:0031625,GO:0031674,GO:0031974,GO:0031981,GO:0032153,GO:0032154,GO:0032155,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0033554,GO:0034605,GO:0034622,GO:0040011,GO:0042692,GO:0042802,GO:0043010,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043292,GO:0043933,GO:0044085,GO:0044389,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044444,GO:0044446,GO:0044449,GO:0044451,GO:0044459,GO:0044464,GO:0045214,GO:0048468,GO:0048513,GO:0048609,GO:0048646,GO:0048731,GO:0048738,GO:0048747,GO:0048856,GO:0048869,GO:0050896,GO:0051146,GO:0051716,GO:0051879,GO:0055001,GO:0055002,GO:0060537,GO:0060538,GO:0061061,GO:0061077,GO:0065003,GO:0070013,GO:0070925,GO:0071840,GO:0071944,GO:0072359,GO:0097435,GO:0098590,GO:0099080,GO:0099081,GO:0099512,GO:0099568	-	ko:K21991	-	-	-	-	ko00000,ko03110	-	-	-	TPR_1,TPR_16,TPR_8,UNC45-central
gene-ASIM_LOCUS15719	7209.EFO28414.1	1.83e-212	595.0	KOG2366@1|root,KOG2366@2759|Eukaryota,38EIP@33154|Opisthokonta,3BAJ5@33208|Metazoa,3CSQH@33213|Bilateria,40AMT@6231|Nematoda,1KXXF@119089|Chromadorea	33208|Metazoa	G	Alpha galactosidase A	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0009056,GO:0016137,GO:0016139,GO:0044424,GO:0044464,GO:0071704,GO:1901135,GO:1901136,GO:1901575,GO:1901657,GO:1901658	3.2.1.49	ko:K01204	ko00603,ko04142,map00603,map04142	-	R05966	-	ko00000,ko00001,ko01000	-	-	-	Melibiase_2,Melibiase_2_C
gene-ASIM_LOCUS15729	7209.EFO21881.1	0.0	1853.0	COG0085@1|root,KOG0214@2759|Eukaryota,38F5S@33154|Opisthokonta,3BFJJ@33208|Metazoa,3CVQS@33213|Bilateria,40BIU@6231|Nematoda,1KU6K@119089|Chromadorea	33208|Metazoa	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	POLR2B	GO:0000375,GO:0000377,GO:0000398,GO:0000428,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003824,GO:0003899,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005665,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006351,GO:0006352,GO:0006354,GO:0006366,GO:0006367,GO:0006368,GO:0006370,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0008150,GO:0008152,GO:0008380,GO:0008543,GO:0009058,GO:0009059,GO:0009301,GO:0009452,GO:0009719,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0016070,GO:0016071,GO:0016073,GO:0016591,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019222,GO:0019438,GO:0023052,GO:0030880,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0033554,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0036260,GO:0042221,GO:0042795,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044344,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055029,GO:0060147,GO:0060255,GO:0060964,GO:0060966,GO:0060968,GO:0061695,GO:0065007,GO:0070013,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071495,GO:0071704,GO:0071774,GO:0090304,GO:0097159,GO:0097659,GO:0097747,GO:0098781,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1990234	2.7.7.6	ko:K03010	ko00230,ko00240,ko01100,ko03020,ko05016,ko05169,map00230,map00240,map01100,map03020,map05016,map05169	M00180	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_4,RNA_pol_Rpb2_5,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7
gene-ASIM_LOCUS15743	7209.EFO21083.2	2.03e-151	441.0	2DB9I@1|root,2S5HH@2759|Eukaryota,3A7IM@33154|Opisthokonta,3BSW2@33208|Metazoa,3D9GR@33213|Bilateria,40E8I@6231|Nematoda,1KYPF@119089|Chromadorea	33208|Metazoa	S	CECR6/TMEM121 family	-	-	-	-	-	-	-	-	-	-	-	-	CECR6_TMEM121
gene-ASIM_LOCUS15752	7209.EFO23035.1	7.85e-215	619.0	COG3119@1|root,KOG3867@2759|Eukaryota,38DUV@33154|Opisthokonta,3B9HA@33208|Metazoa,3CXPV@33213|Bilateria,40BNE@6231|Nematoda,1KTPK@119089|Chromadorea	33208|Metazoa	P	C-terminal region of aryl-sulfatase	sul-2	GO:0005575,GO:0005576	3.1.6.2,3.1.6.4	ko:K01131,ko:K01132,ko:K18222	ko00140,ko00531,ko01100,ko04142,map00140,map00531,map01100,map04142	M00077,M00079	R03404,R07806,R08941,R08942	RC00231	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Sulfatase,Sulfatase_C
gene-ASIM_LOCUS15753	281687.CJA17114	1.1e-192	558.0	KOG2568@1|root,KOG2568@2759|Eukaryota,38HGW@33154|Opisthokonta,3BD9K@33208|Metazoa,3CV77@33213|Bilateria,40FHE@6231|Nematoda,1KY3D@119089|Chromadorea,40WMW@6236|Rhabditida	33208|Metazoa	S	Lung seven transmembrane receptor	TMEM87A	GO:0000139,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0006810,GO:0008150,GO:0012505,GO:0016020,GO:0016192,GO:0016197,GO:0016482,GO:0031090,GO:0031984,GO:0031985,GO:0032580,GO:0042147,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0098588,GO:0098791	-	-	-	-	-	-	-	-	-	-	Lung_7-TM_R
gene-ASIM_LOCUS15756	6326.BUX.s00397.18	1.88e-11	68.6	KOG2532@1|root,KOG2532@2759|Eukaryota,3AV0Y@33154|Opisthokonta	2759|Eukaryota	G	Sugar (and other) transporter	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
gene-ASIM_LOCUS15757	6326.BUX.s01198.76	2.68e-79	260.0	KOG2532@1|root,KOG2532@2759|Eukaryota,3AJ8G@33154|Opisthokonta,3BY4I@33208|Metazoa,3DFRF@33213|Bilateria,40FWV@6231|Nematoda,1KYRW@119089|Chromadorea	33208|Metazoa	G	mRNA, complete cds	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
