	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
5303					Q9TV63	72.4	116	1.27e-49	Swiss-Prot	MYH2	MYH2_PIG	sp|Q9TV63|MYH2_PIG Myosin-2 OS=Sus scrofa OX=9823 GN=MYH2 PE=2 SV=1	1939	Sus scrofa	Myosin-2
5304					Q9BE41	71.6	116	1.73e-49	Swiss-Prot	MYH2	MYH2_BOVIN	sp|Q9BE41|MYH2_BOVIN Myosin-2 OS=Bos taurus OX=9913 GN=MYH2 PE=2 SV=1	1940	Bos taurus	Myosin-2
5305					Q28641	70.7	116	2.36e-49	Swiss-Prot	MYH4	MYH4_RABIT	sp|Q28641|MYH4_RABIT Myosin-4 OS=Oryctolagus cuniculus OX=9986 GN=MYH4 PE=1 SV=2	1938	Oryctolagus cuniculus	Myosin-4
5306					Q9TV62	70.7	116	3.21e-49	Swiss-Prot	MYH4	MYH4_PIG	sp|Q9TV62|MYH4_PIG Myosin-4 OS=Sus scrofa OX=9823 GN=MYH4 PE=2 SV=1	1937	Sus scrofa	Myosin-4
5307					Q9TV61	70.7	116	3.21e-49	Swiss-Prot	MYH1	MYH1_PIG	sp|Q9TV61|MYH1_PIG Myosin-1 OS=Sus scrofa OX=9823 GN=MYH1 PE=2 SV=1	1939	Sus scrofa	Myosin-1
5308					P12882	70.7	116	4.38e-49	Swiss-Prot	MYH1	MYH1_HUMAN	sp|P12882|MYH1_HUMAN Myosin-1 OS=Homo sapiens OX=9606 GN=MYH1 PE=1 SV=3	1939	Homo sapiens	Myosin-1
5309					Q9BE40	71.6	116	5.98e-49	Swiss-Prot	MYH1	MYH1_BOVIN	sp|Q9BE40|MYH1_BOVIN Myosin-1 OS=Bos taurus OX=9913 GN=MYH1 PE=2 SV=2	1938	Bos taurus	Myosin-1
5310					Q076A5	71.6	116	5.98e-49	Swiss-Prot	MYH4	MYH4_CANLF	sp|Q076A5|MYH4_CANLF Myosin-4 OS=Canis lupus familiaris OX=9615 GN=MYH4 PE=3 SV=1	1939	Canis lupus familiaris	Myosin-4
5311					Q5SX39	71.6	116	5.98e-49	Swiss-Prot	Myh4	MYH4_MOUSE	sp|Q5SX39|MYH4_MOUSE Myosin-4 OS=Mus musculus OX=10090 GN=Myh4 PE=1 SV=1	1939	Mus musculus	Myosin-4
5312					Q8MJV0	70.7	116	1.1099999999999999e-48	Swiss-Prot	MYH1	MYH1_HORSE	sp|Q8MJV0|MYH1_HORSE Myosin-1 OS=Equus caballus OX=9796 GN=MYH1 PE=2 SV=1	1938	Equus caballus	Myosin-1
5313					Q29RW1	70.7	116	2.0699999999999997e-48	Swiss-Prot	Myh4	MYH4_RAT	sp|Q29RW1|MYH4_RAT Myosin-4 OS=Rattus norvegicus OX=10116 GN=Myh4 PE=1 SV=1	1939	Rattus norvegicus	Myosin-4
5314					P13535	69.6	115	1.33e-47	Swiss-Prot	MYH8	MYH8_HUMAN	sp|P13535|MYH8_HUMAN Myosin-8 OS=Homo sapiens OX=9606 GN=MYH8 PE=1 SV=3	1937	Homo sapiens	Myosin-8
5315					P13538	70.9	117	6.28e-47	Swiss-Prot		MYSS_CHICK	sp|P13538|MYSS_CHICK Myosin heavy chain, skeletal muscle, adult OS=Gallus gallus OX=9031 PE=1 SV=4	1939	Gallus gallus	Myosin heavy chain, skeletal muscle, adult
5316					P13542	68.4	114	8.57e-47	Swiss-Prot	Myh8	MYH8_MOUSE	sp|P13542|MYH8_MOUSE Myosin-8 OS=Mus musculus OX=10090 GN=Myh8 PE=2 SV=2	1937	Mus musculus	Myosin-8
5317					Q076A3	67.2	116	8.57e-47	Swiss-Prot	MYH13	MYH13_CANLF	sp|Q076A3|MYH13_CANLF Myosin-13 OS=Canis lupus familiaris OX=9615 GN=MYH13 PE=3 SV=1	1940	Canis lupus familiaris	Myosin-13
5318					Q9Y623	68.1	116	1.1699999999999999e-46	Swiss-Prot	MYH4	MYH4_HUMAN	sp|Q9Y623|MYH4_HUMAN Myosin-4 OS=Homo sapiens OX=9606 GN=MYH4 PE=2 SV=2	1939	Homo sapiens	Myosin-4
5319					Q076A4	67.8	115	2.96e-46	Swiss-Prot	MYH8	MYH8_CANLF	sp|Q076A4|MYH8_CANLF Myosin-8 OS=Canis lupus familiaris OX=9615 GN=MYH8 PE=3 SV=1	1939	Canis lupus familiaris	Myosin-8
5320					P02565	66.4	116	5.51e-46	Swiss-Prot	MYH1B	MYH1B_CHICK	sp|P02565|MYH1B_CHICK Myosin-1B OS=Gallus gallus OX=9031 GN=MYH1B PE=2 SV=3	1940	Gallus gallus	Myosin-1B
5321					Q9UKX3	66.4	116	1.3999999999999999e-45	Swiss-Prot	MYH13	MYH13_HUMAN	sp|Q9UKX3|MYH13_HUMAN Myosin-13 OS=Homo sapiens OX=9606 GN=MYH13 PE=2 SV=2	1938	Homo sapiens	Myosin-13
5322					Q90339	64.6	113	1.67e-44	Swiss-Prot		MYSS_CYPCA	sp|Q90339|MYSS_CYPCA Myosin heavy chain, fast skeletal muscle OS=Cyprinus carpio OX=7962 PE=2 SV=2	1935	Cyprinus carpio	Myosin heavy chain, fast skeletal muscle
5323	Cluster-80718.26920_A0.TRINITY_DN244_c1_g1_i48	salamandra_salamandra_fast-slow_blastx	24.7378145156915	3.80559936579424e-12	KAJ1167065.1	94.6	1326	0.0	Nr			KAJ1167065.1 hypothetical protein NDU88_007458 [Pleurodeles waltl]	1901	Pleurodeles waltl	hypothetical protein NDU88_007458
5324					XP_027756180.1	83.7	1315	0.0	Nr			XP_027756180.1 receptor-type tyrosine-protein phosphatase F isoform X5 [Empidonax traillii]	1911	Empidonax traillii	receptor-type tyrosine-protein phosphatase F isoform X5
5325					XP_027756176.1	83.7	1315	0.0	Nr			XP_027756176.1 receptor-type tyrosine-protein phosphatase F isoform X1 [Empidonax traillii]	1922	Empidonax traillii	receptor-type tyrosine-protein phosphatase F isoform X1
5326					XP_014794759.1	83.7	1315	0.0	Nr			XP_014794759.1 PREDICTED: receptor-type tyrosine-protein phosphatase F isoform X2 [Calidris pugnax]	1922	Calidris pugnax	PREDICTED: receptor-type tyrosine-protein phosphatase F isoform X2
5327					XP_042659790.1	83.6	1315	0.0	Nr			XP_042659790.1 receptor-type tyrosine-protein phosphatase F isoform X5 [Tyto alba]	1911	Tyto alba	receptor-type tyrosine-protein phosphatase F isoform X5
5328					XP_032856714.1	83.6	1315	0.0	Nr			XP_032856714.1 receptor-type tyrosine-protein phosphatase F isoform X1 [Tyto alba]	1922	Tyto alba	receptor-type tyrosine-protein phosphatase F isoform X1
5329					XP_015491625.1	83.7	1315	0.0	Nr			XP_015491625.1 receptor-type tyrosine-protein phosphatase F isoform X1 [Parus major]	1922	Parus major	receptor-type tyrosine-protein phosphatase F isoform X1
5330					XP_039567377.1	83.7	1315	0.0	Nr			XP_039567377.1 receptor-type tyrosine-protein phosphatase F isoform X5 [Passer montanus]	1911	Passer montanus	receptor-type tyrosine-protein phosphatase F isoform X5
5331					XP_036243327.1	83.7	1315	0.0	Nr			XP_036243327.1 receptor-type tyrosine-protein phosphatase F isoform X4 [Molothrus ater]	1911	Molothrus ater	receptor-type tyrosine-protein phosphatase F isoform X4
5332					XP_015491629.1	83.7	1315	0.0	Nr			XP_015491629.1 receptor-type tyrosine-protein phosphatase F isoform X5 [Parus major]	1911	Parus major	receptor-type tyrosine-protein phosphatase F isoform X5
5333					XP_036243324.1	83.7	1315	0.0	Nr			XP_036243324.1 receptor-type tyrosine-protein phosphatase F isoform X1 [Molothrus ater]	1922	Molothrus ater	receptor-type tyrosine-protein phosphatase F isoform X1
5334					XP_039567369.1	83.7	1315	0.0	Nr			XP_039567369.1 receptor-type tyrosine-protein phosphatase F isoform X1 [Passer montanus]	1922	Passer montanus	receptor-type tyrosine-protein phosphatase F isoform X1
5335					XP_030349709.1	83.5	1315	0.0	Nr			XP_030349709.1 receptor-type tyrosine-protein phosphatase F isoform X1 [Strigops habroptila]	1922	Strigops habroptila	receptor-type tyrosine-protein phosphatase F isoform X1
5336					XP_037999858.1	83.7	1315	0.0	Nr			XP_037999858.1 receptor-type tyrosine-protein phosphatase F isoform X5 [Motacilla alba alba]	1911	Motacilla alba alba	receptor-type tyrosine-protein phosphatase F isoform X5
5337					XP_026710193.1	83.6	1315	0.0	Nr			XP_026710193.1 receptor-type tyrosine-protein phosphatase F isoform X2 [Athene cunicularia]	1922	Athene cunicularia	receptor-type tyrosine-protein phosphatase F isoform X2
5338					XP_030349717.1	83.5	1315	0.0	Nr			XP_030349717.1 receptor-type tyrosine-protein phosphatase F isoform X5 [Strigops habroptila]	1911	Strigops habroptila	receptor-type tyrosine-protein phosphatase F isoform X5
5339					XP_037999852.1	83.7	1315	0.0	Nr			XP_037999852.1 receptor-type tyrosine-protein phosphatase F isoform X1 [Motacilla alba alba]	1922	Motacilla alba alba	receptor-type tyrosine-protein phosphatase F isoform X1
5340					XP_029888335.1	83.5	1315	0.0	Nr			XP_029888335.1 receptor-type tyrosine-protein phosphatase F isoform X2 [Aquila chrysaetos chrysaetos]	1922	Aquila chrysaetos chrysaetos	receptor-type tyrosine-protein phosphatase F isoform X2
5341					XP_014131554.1	83.6	1315	0.0	Nr			XP_014131554.1 receptor-type tyrosine-protein phosphatase F isoform X1 [Zonotrichia albicollis]	1922	Zonotrichia albicollis	receptor-type tyrosine-protein phosphatase F isoform X1
5342					XP_021141350.1	83.5	1315	0.0	Nr			XP_021141350.1 receptor-type tyrosine-protein phosphatase F isoform X1 [Columba livia]	1922	Columba livia	receptor-type tyrosine-protein phosphatase F isoform X1
5343					XP_021383665.1	83.6	1315	0.0	Nr			XP_021383665.1 receptor-type tyrosine-protein phosphatase F isoform X1 [Lonchura striata domestica]	1922	Lonchura striata domestica	receptor-type tyrosine-protein phosphatase F isoform X1
5344					XP_021141354.1	83.5	1315	0.0	Nr			XP_021141354.1 receptor-type tyrosine-protein phosphatase F isoform X5 [Columba livia]	1911	Columba livia	receptor-type tyrosine-protein phosphatase F isoform X5
5345					XP_015725602.1	84.1	1305	0.0	Nr			XP_015725602.1 receptor-type tyrosine-protein phosphatase F isoform X2 [Coturnix japonica]	1563	Coturnix japonica	receptor-type tyrosine-protein phosphatase F isoform X2
5346					XP_014131559.1	83.6	1315	0.0	Nr			XP_014131559.1 receptor-type tyrosine-protein phosphatase F isoform X5 [Zonotrichia albicollis]	1911	Zonotrichia albicollis	receptor-type tyrosine-protein phosphatase F isoform X5
5347					XP_032553121.1	83.7	1315	0.0	Nr			XP_032553121.1 receptor-type tyrosine-protein phosphatase F isoform X5 [Chiroxiphia lanceolata]	1911	Chiroxiphia lanceolata	receptor-type tyrosine-protein phosphatase F isoform X5
5348					A0A8C0V2D9	83.7	1315	0.0	TrEMBL	PTPRF	A0A8C0V2D9_CYACU	tr|A0A8C0V2D9|A0A8C0V2D9_CYACU protein-tyrosine-phosphatase OS=Cyanistes caeruleus OX=156563 GN=PTPRF PE=3 SV=1	1922	Cyanistes caeruleus	protein-tyrosine-phosphatase
5349					A0A8C3K2F5	83.6	1315	0.0	TrEMBL		A0A8C3K2F5_9CHAR	tr|A0A8C3K2F5|A0A8C3K2F5_9CHAR protein-tyrosine-phosphatase OS=Calidris pygmaea OX=425635 PE=3 SV=1	1922	Calidris pygmaea	protein-tyrosine-phosphatase
5350					A0A672UQW9	83.5	1315	0.0	TrEMBL	PTPRF	A0A672UQW9_STRHB	tr|A0A672UQW9|A0A672UQW9_STRHB protein-tyrosine-phosphatase OS=Strigops habroptila OX=2489341 GN=PTPRF PE=3 SV=1	1922	Strigops habroptila	protein-tyrosine-phosphatase
5351					A0A8C4J412	83.5	1318	0.0	TrEMBL	PTPRF	A0A8C4J412_DRONO	tr|A0A8C4J412|A0A8C4J412_DRONO protein-tyrosine-phosphatase OS=Dromaius novaehollandiae OX=8790 GN=PTPRF PE=3 SV=1	1922	Dromaius novaehollandiae	protein-tyrosine-phosphatase
5352					A0A8C4J4W4	83.5	1318	0.0	TrEMBL	PTPRF	A0A8C4J4W4_DRONO	tr|A0A8C4J4W4|A0A8C4J4W4_DRONO protein-tyrosine-phosphatase OS=Dromaius novaehollandiae OX=8790 GN=PTPRF PE=3 SV=1	1911	Dromaius novaehollandiae	protein-tyrosine-phosphatase
5353					A0A663MDD0	83.6	1315	0.0	TrEMBL	PTPRF	A0A663MDD0_ATHCN	tr|A0A663MDD0|A0A663MDD0_ATHCN protein-tyrosine-phosphatase OS=Athene cunicularia OX=194338 GN=PTPRF PE=3 SV=1	1922	Athene cunicularia	protein-tyrosine-phosphatase
5354					A0A8V0ZP13	84.1	1305	0.0	TrEMBL	PTPRF	A0A8V0ZP13_CHICK	tr|A0A8V0ZP13|A0A8V0ZP13_CHICK Protein tyrosine phosphatase receptor type F OS=Gallus gallus OX=9031 GN=PTPRF PE=4 SV=1	1925	Gallus gallus	Protein tyrosine phosphatase receptor type F
5355					A0A8B9UX62	83.3	1318	0.0	TrEMBL		A0A8B9UX62_9AVES	tr|A0A8B9UX62|A0A8B9UX62_9AVES protein-tyrosine-phosphatase OS=Anas zonorhyncha OX=75864 PE=3 SV=1	1719	Anas zonorhyncha	protein-tyrosine-phosphatase
5356					A0A8T2IZZ5	83.2	1318	0.0	TrEMBL	GDO86_007945	A0A8T2IZZ5_9PIPI	tr|A0A8T2IZZ5|A0A8T2IZZ5_9PIPI protein-tyrosine-phosphatase OS=Hymenochirus boettgeri OX=247094 GN=GDO86_007945 PE=3 SV=1	1914	Hymenochirus boettgeri	protein-tyrosine-phosphatase
5357					A0A8T2J169	83.2	1318	0.0	TrEMBL	GDO86_007945	A0A8T2J169_9PIPI	tr|A0A8T2J169|A0A8T2J169_9PIPI protein-tyrosine-phosphatase OS=Hymenochirus boettgeri OX=247094 GN=GDO86_007945 PE=3 SV=1	1903	Hymenochirus boettgeri	protein-tyrosine-phosphatase
5358					A0A8C3K433	83.3	1319	0.0	TrEMBL		A0A8C3K433_9CHAR	tr|A0A8C3K433|A0A8C3K433_9CHAR protein-tyrosine-phosphatase OS=Calidris pygmaea OX=425635 PE=3 SV=1	1915	Calidris pygmaea	protein-tyrosine-phosphatase
5359					A0A8C3JZW8	83.3	1319	0.0	TrEMBL		A0A8C3JZW8_9CHAR	tr|A0A8C3JZW8|A0A8C3JZW8_9CHAR protein-tyrosine-phosphatase OS=Calidris pygmaea OX=425635 PE=3 SV=1	1926	Calidris pygmaea	protein-tyrosine-phosphatase
5360					A0A8C8B876	83.3	1319	0.0	TrEMBL		A0A8C8B876_9STRI	tr|A0A8C8B876|A0A8C8B876_9STRI protein-tyrosine-phosphatase OS=Otus sunia OX=257818 PE=3 SV=1	1915	Otus sunia	protein-tyrosine-phosphatase
5361					A0A8C8B4L7	83.3	1319	0.0	TrEMBL		A0A8C8B4L7_9STRI	tr|A0A8C8B4L7|A0A8C8B4L7_9STRI protein-tyrosine-phosphatase OS=Otus sunia OX=257818 PE=3 SV=1	1926	Otus sunia	protein-tyrosine-phosphatase
5362					A0A6J2ITB9	83.5	1315	0.0	TrEMBL	PTPRF	A0A6J2ITB9_9PASS	tr|A0A6J2ITB9|A0A6J2ITB9_9PASS protein-tyrosine-phosphatase OS=Pipra filicauda OX=649802 GN=PTPRF PE=3 SV=1	1922	Pipra filicauda	protein-tyrosine-phosphatase
5363					A0A663MDE7	83.3	1319	0.0	TrEMBL	PTPRF	A0A663MDE7_ATHCN	tr|A0A663MDE7|A0A663MDE7_ATHCN protein-tyrosine-phosphatase OS=Athene cunicularia OX=194338 GN=PTPRF PE=3 SV=1	1915	Athene cunicularia	protein-tyrosine-phosphatase
5364					A0A663MD36	83.3	1319	0.0	TrEMBL	PTPRF	A0A663MD36_ATHCN	tr|A0A663MD36|A0A663MD36_ATHCN protein-tyrosine-phosphatase OS=Athene cunicularia OX=194338 GN=PTPRF PE=3 SV=1	1926	Athene cunicularia	protein-tyrosine-phosphatase
5365					A0A6J2ITL4	83.5	1315	0.0	TrEMBL	PTPRF	A0A6J2ITL4_9PASS	tr|A0A6J2ITL4|A0A6J2ITL4_9PASS protein-tyrosine-phosphatase OS=Pipra filicauda OX=649802 GN=PTPRF PE=3 SV=1	1911	Pipra filicauda	protein-tyrosine-phosphatase
5366					A0A8B9EVX3	83.2	1318	0.0	TrEMBL		A0A8B9EVX3_ANSCY	tr|A0A8B9EVX3|A0A8B9EVX3_ANSCY protein-tyrosine-phosphatase OS=Anser cygnoid OX=8845 PE=3 SV=1	2000	Anser cygnoid	protein-tyrosine-phosphatase
5367					A0A8B9EUZ3	83.2	1318	0.0	TrEMBL		A0A8B9EUZ3_ANSCY	tr|A0A8B9EUZ3|A0A8B9EUZ3_ANSCY protein-tyrosine-phosphatase OS=Anser cygnoid OX=8845 PE=3 SV=1	2011	Anser cygnoid	protein-tyrosine-phosphatase
5368					A0A8B9EU50	83.2	1318	0.0	TrEMBL		A0A8B9EU50_ANSCY	tr|A0A8B9EU50|A0A8B9EU50_ANSCY protein-tyrosine-phosphatase OS=Anser cygnoid OX=8845 PE=3 SV=1	1922	Anser cygnoid	protein-tyrosine-phosphatase
5369					A0A6J0I0C9	83.4	1315	0.0	TrEMBL	PTPRF	A0A6J0I0C9_9PASS	tr|A0A6J0I0C9|A0A6J0I0C9_9PASS protein-tyrosine-phosphatase OS=Lepidothrix coronata OX=321398 GN=PTPRF PE=3 SV=1	1922	Lepidothrix coronata	protein-tyrosine-phosphatase
5370					A0A6J0I068	83.4	1315	0.0	TrEMBL	PTPRF	A0A6J0I068_9PASS	tr|A0A6J0I068|A0A6J0I068_9PASS protein-tyrosine-phosphatase OS=Lepidothrix coronata OX=321398 GN=PTPRF PE=3 SV=1	1911	Lepidothrix coronata	protein-tyrosine-phosphatase
5371					A0A8B9V2J5	83.1	1322	0.0	TrEMBL		A0A8B9V2J5_9AVES	tr|A0A8B9V2J5|A0A8B9V2J5_9AVES protein-tyrosine-phosphatase OS=Anas zonorhyncha OX=75864 PE=3 SV=1	1723	Anas zonorhyncha	protein-tyrosine-phosphatase
5372					A0A8B9V0K7	83.1	1322	0.0	TrEMBL		A0A8B9V0K7_9AVES	tr|A0A8B9V0K7|A0A8B9V0K7_9AVES protein-tyrosine-phosphatase OS=Anas zonorhyncha OX=75864 PE=3 SV=1	1712	Anas zonorhyncha	protein-tyrosine-phosphatase
5373					P10586	76.1	1331	0.0	Swiss-Prot	PTPRF	PTPRF_HUMAN	sp|P10586|PTPRF_HUMAN Receptor-type tyrosine-protein phosphatase F OS=Homo sapiens OX=9606 GN=PTPRF PE=1 SV=2	1907	Homo sapiens	Receptor-type tyrosine-protein phosphatase F
5374					A7MBJ4	75.6	1331	0.0	Swiss-Prot	PTPRF	PTPRF_BOVIN	sp|A7MBJ4|PTPRF_BOVIN Receptor-type tyrosine-protein phosphatase F OS=Bos taurus OX=9913 GN=PTPRF PE=2 SV=1	1898	Bos taurus	Receptor-type tyrosine-protein phosphatase F
5375					A2A8L5	76.1	1331	0.0	Swiss-Prot	Ptprf	PTPRF_MOUSE	sp|A2A8L5|PTPRF_MOUSE Receptor-type tyrosine-protein phosphatase F OS=Mus musculus OX=10090 GN=Ptprf PE=1 SV=1	1898	Mus musculus	Receptor-type tyrosine-protein phosphatase F
5376					Q64604	75.7	1331	0.0	Swiss-Prot	Ptprf	PTPRF_RAT	sp|Q64604|PTPRF_RAT Receptor-type tyrosine-protein phosphatase F OS=Rattus norvegicus OX=10116 GN=Ptprf PE=2 SV=1	1898	Rattus norvegicus	Receptor-type tyrosine-protein phosphatase F
5377					A4IFW2	70.0	1331	0.0	Swiss-Prot	ptprf	PTPRF_DANRE	sp|A4IFW2|PTPRF_DANRE Receptor-type tyrosine-protein phosphatase F OS=Danio rerio OX=7955 GN=ptprf PE=2 SV=1	1909	Danio rerio	Receptor-type tyrosine-protein phosphatase F
5378					P23468	61.9	1329	0.0	Swiss-Prot	PTPRD	PTPRD_HUMAN	sp|P23468|PTPRD_HUMAN Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens OX=9606 GN=PTPRD PE=1 SV=2	1912	Homo sapiens	Receptor-type tyrosine-protein phosphatase delta
5379					Q64487	61.1	1334	0.0	Swiss-Prot	Ptprd	PTPRD_MOUSE	sp|Q64487|PTPRD_MOUSE Receptor-type tyrosine-protein phosphatase delta OS=Mus musculus OX=10090 GN=Ptprd PE=1 SV=3	1912	Mus musculus	Receptor-type tyrosine-protein phosphatase delta
5380					Q13332	57.6	1350	0.0	Swiss-Prot	PTPRS	PTPRS_HUMAN	sp|Q13332|PTPRS_HUMAN Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens OX=9606 GN=PTPRS PE=1 SV=3	1948	Homo sapiens	Receptor-type tyrosine-protein phosphatase S
5381					Q64605	56.4	1332	0.0	Swiss-Prot	Ptprs	PTPRS_RAT	sp|Q64605|PTPRS_RAT Receptor-type tyrosine-protein phosphatase S OS=Rattus norvegicus OX=10116 GN=Ptprs PE=1 SV=2	1907	Rattus norvegicus	Receptor-type tyrosine-protein phosphatase S
5382					B0V2N1	56.5	1332	0.0	Swiss-Prot	Ptprs	PTPRS_MOUSE	sp|B0V2N1|PTPRS_MOUSE Receptor-type tyrosine-protein phosphatase S OS=Mus musculus OX=10090 GN=Ptprs PE=1 SV=1	1907	Mus musculus	Receptor-type tyrosine-protein phosphatase S
5383					F1NWE3	41.7	1344	2.2400000000000002e-303	Swiss-Prot	PTPRS	PTPRS_CHICK	sp|F1NWE3|PTPRS_CHICK Receptor-type tyrosine-protein phosphatase S OS=Gallus gallus OX=9031 GN=PTPRS PE=1 SV=3	1516	Gallus gallus	Receptor-type tyrosine-protein phosphatase S
5384					P16621	35.8	1491	1.19e-261	Swiss-Prot	Lar	LAR_DROME	sp|P16621|LAR_DROME Tyrosine-protein phosphatase Lar OS=Drosophila melanogaster OX=7227 GN=Lar PE=1 SV=2	2029	Drosophila melanogaster	Tyrosine-protein phosphatase Lar
5385					Q9BMN8	31.9	1110	1.5e-143	Swiss-Prot	ptp-3	LAR_CAEEL	sp|Q9BMN8|LAR_CAEEL Tyrosine-protein phosphatase Lar-like OS=Caenorhabditis elegans OX=6239 GN=ptp-3 PE=1 SV=1	2200	Caenorhabditis elegans	Tyrosine-protein phosphatase Lar-like
5386					Q58EX2	26.4	1180	3.71e-68	Swiss-Prot	SDK2	SDK2_HUMAN	sp|Q58EX2|SDK2_HUMAN Protein sidekick-2 OS=Homo sapiens OX=9606 GN=SDK2 PE=1 SV=3	2172	Homo sapiens	Protein sidekick-2
5387					Q7Z5N4	23.8	1298	5.6e-66	Swiss-Prot	SDK1	SDK1_HUMAN	sp|Q7Z5N4|SDK1_HUMAN Protein sidekick-1 OS=Homo sapiens OX=9606 GN=SDK1 PE=2 SV=3	2213	Homo sapiens	Protein sidekick-1
5388					Q3UH53	24.8	1262	8.88e-65	Swiss-Prot	Sdk1	SDK1_MOUSE	sp|Q3UH53|SDK1_MOUSE Protein sidekick-1 OS=Mus musculus OX=10090 GN=Sdk1 PE=1 SV=1	2193	Mus musculus	Protein sidekick-1
5389					Q92859	27.3	1058	2.5700000000000003e-64	Swiss-Prot	NEO1	NEO1_HUMAN	sp|Q92859|NEO1_HUMAN Neogenin OS=Homo sapiens OX=9606 GN=NEO1 PE=1 SV=2	1461	Homo sapiens	Neogenin
5390					Q90610	27.0	1078	1.32e-63	Swiss-Prot		NEO1_CHICK	sp|Q90610|NEO1_CHICK Neogenin (Fragment) OS=Gallus gallus OX=9031 PE=2 SV=1	1443	Gallus gallus	Neogenin (Fragment)
5391					Q6V4S5	26.4	1191	1.85e-63	Swiss-Prot	Sdk2	SDK2_MOUSE	sp|Q6V4S5|SDK2_MOUSE Protein sidekick-2 OS=Mus musculus OX=10090 GN=Sdk2 PE=1 SV=1	2176	Mus musculus	Protein sidekick-2
5392					Q63155	26.9	1067	4.04e-63	Swiss-Prot	Dcc	DCC_RAT	sp|Q63155|DCC_RAT Netrin receptor DCC OS=Rattus norvegicus OX=10116 GN=Dcc PE=1 SV=2	1445	Rattus norvegicus	Netrin receptor DCC
5393					P43146	27.4	1067	5.35e-63	Swiss-Prot	DCC	DCC_HUMAN	sp|P43146|DCC_HUMAN Netrin receptor DCC OS=Homo sapiens OX=9606 GN=DCC PE=1 SV=2	1447	Homo sapiens	Netrin receptor DCC
5394					P70211	26.8	1067	9.34e-63	Swiss-Prot	Dcc	DCC_MOUSE	sp|P70211|DCC_MOUSE Netrin receptor DCC OS=Mus musculus OX=10090 GN=Dcc PE=1 SV=2	1447	Mus musculus	Netrin receptor DCC
5395					P97798	26.7	1073	3.04e-62	Swiss-Prot	Neo1	NEO1_MOUSE	sp|P97798|NEO1_MOUSE Neogenin OS=Mus musculus OX=10090 GN=Neo1 PE=1 SV=2	1492	Mus musculus	Neogenin
5396					Q8AV57	25.6	1193	2.02e-61	Swiss-Prot	SDK2	SDK2_CHICK	sp|Q8AV57|SDK2_CHICK Protein sidekick-2 OS=Gallus gallus OX=9031 GN=SDK2 PE=1 SV=2	2177	Gallus gallus	Protein sidekick-2
5397					P97603	26.5	1052	5.3e-61	Swiss-Prot	Neo1	NEO1_RAT	sp|P97603|NEO1_RAT Neogenin (Fragment) OS=Rattus norvegicus OX=10116 GN=Neo1 PE=1 SV=1	1377	Rattus norvegicus	Neogenin (Fragment)
5398	Cluster-80718.27389_A0.TRINITY_DN2982_c1_g1_i7	salamandra_salamandra_fast-slow_blastx	-11.5128489142684	0.0046198442922876	KAJ1168592.1	90.6	704	0.0	Nr			KAJ1168592.1 hypothetical protein NDU88_000512 [Pleurodeles waltl]	792	Pleurodeles waltl	hypothetical protein NDU88_000512
5399					XP_029430548.1	53.5	1469	0.0	Nr			XP_029430548.1 transmembrane protein 132A [Rhinatrema bivittatum]	1342	Rhinatrema bivittatum	transmembrane protein 132A
5400					XP_033776459.1	57.9	988	0.0	Nr			XP_033776459.1 transmembrane protein 132A isoform X1 [Geotrypetes seraphini]	1328	Geotrypetes seraphini	transmembrane protein 132A isoform X1
5401					XP_033776461.1	58.9	959	0.0	Nr			XP_033776461.1 transmembrane protein 132A isoform X2 [Geotrypetes seraphini]	1299	Geotrypetes seraphini	transmembrane protein 132A isoform X2
5402					XP_033776462.1	59.0	943	0.0	Nr			XP_033776462.1 transmembrane protein 132A isoform X3 [Geotrypetes seraphini]	1271	Geotrypetes seraphini	transmembrane protein 132A isoform X3
5403					XP_030078069.1	54.3	1073	0.0	Nr			XP_030078069.1 transmembrane protein 132A isoform X1 [Microcaecilia unicolor]	1354	Microcaecilia unicolor	transmembrane protein 132A isoform X1
5404					XP_030078077.1	55.1	1051	0.0	Nr			XP_030078077.1 transmembrane protein 132A isoform X2 [Microcaecilia unicolor]	1333	Microcaecilia unicolor	transmembrane protein 132A isoform X2
5405					XP_020648086.1	53.0	1059	0.0	Nr			XP_020648086.1 transmembrane protein 132A isoform X1 [Pogona vitticeps]	1094	Pogona vitticeps	transmembrane protein 132A isoform X1
5406					XP_020648087.1	53.2	1060	0.0	Nr			XP_020648087.1 transmembrane protein 132A isoform X2 [Pogona vitticeps]	1093	Pogona vitticeps	transmembrane protein 132A isoform X2
5407					KAH1171795.1	52.4	1040	0.0	Nr			KAH1171795.1 hypothetical protein KIL84_007413 [Mauremys mutica]	1094	Mauremys mutica	hypothetical protein KIL84_007413
5408					XP_044872488.1	52.5	1041	0.0	Nr			XP_044872488.1 transmembrane protein 132A isoform X1 [Mauremys mutica]	1095	Mauremys mutica	transmembrane protein 132A isoform X1
5409					XP_020648088.1	53.8	1022	0.0	Nr			XP_020648088.1 transmembrane protein 132A isoform X3 [Pogona vitticeps]	1078	Pogona vitticeps	transmembrane protein 132A isoform X3
