	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
7320					A0A8T2ILH5	82.1	330	1.0200000000000001e-169	TrEMBL	GDO86_019212	A0A8T2ILH5_9PIPI	tr|A0A8T2ILH5|A0A8T2ILH5_9PIPI Microtubule-actin crosslinking factor 1 OS=Hymenochirus boettgeri OX=247094 GN=GDO86_019212 PE=4 SV=1	799	Hymenochirus boettgeri	Microtubule-actin crosslinking factor 1
7321					KAG8431934.1	82.1	330	2.63e-169	Nr			KAG8431934.1 hypothetical protein GDO86_019212 [Hymenochirus boettgeri]	799	Hymenochirus boettgeri	hypothetical protein GDO86_019212
7322					XP_040211056.1	82.8	331	1.14e-167	Nr			XP_040211056.1 microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X4 [Rana temporaria]	1743	Rana temporaria	microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X4
7323					XP_018416429.1	82.2	331	1.46e-166	Nr			XP_018416429.1 PREDICTED: microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like [Nanorana parkeri]	1782	Nanorana parkeri	PREDICTED: microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like
7324					XP_040211055.1	82.8	331	1.63e-166	Nr			XP_040211055.1 microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X3 [Rana temporaria]	1948	Rana temporaria	microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X3
7325					XP_040211054.1	82.8	331	1.7100000000000002e-166	Nr			XP_040211054.1 microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X2 [Rana temporaria]	1952	Rana temporaria	microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X2
7326					XP_040211053.1	82.8	331	6.01e-166	Nr			XP_040211053.1 microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X1 [Rana temporaria]	2074	Rana temporaria	microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X1
7327					OCT77336.1	84.3	331	1.61e-162	Nr			OCT77336.1 hypothetical protein XELAEV_18032537mg [Xenopus laevis]	2086	Xenopus laevis	hypothetical protein XELAEV_18032537mg
7328					XP_044130892.1	78.5	330	3.09e-162	Nr			XP_044130892.1 microtubule-actin cross-linking factor 1-like, partial [Bufo gargarizans]	811	Bufo gargarizans	microtubule-actin cross-linking factor 1-like, partial
7329					KAE8599990.1	83.1	331	9.46e-162	Nr			KAE8599990.1 hypothetical protein XENTR_v10017421 [Xenopus tropicalis]	1745	Xenopus tropicalis	hypothetical protein XENTR_v10017421
7330					A0A8J1JRF6	83.1	331	1.06e-161	TrEMBL	LOC100495047	A0A8J1JRF6_XENTR	tr|A0A8J1JRF6|A0A8J1JRF6_XENTR microtubule-actin cross-linking factor 1 OS=Xenopus tropicalis OX=8364 GN=LOC100495047 PE=4 SV=1	1826	Xenopus tropicalis	microtubule-actin cross-linking factor 1
7331					XP_031760478.1	83.1	331	2.72e-161	Nr			XP_031760478.1 microtubule-actin cross-linking factor 1 [Xenopus tropicalis]	1826	Xenopus tropicalis	microtubule-actin cross-linking factor 1
7332					A0A803JT26	76.1	335	2.47e-152	TrEMBL	LOC100495047	A0A803JT26_XENTR	tr|A0A803JT26|A0A803JT26_XENTR Microtubule-actin cross-linking factor 1 OS=Xenopus tropicalis OX=8364 GN=LOC100495047 PE=4 SV=1	609	Xenopus tropicalis	Microtubule-actin cross-linking factor 1
7333					A0A1B8XUW9	85.5	262	6.09e-144	TrEMBL	XENTR_v900267601mg	A0A1B8XUW9_XENTR	tr|A0A1B8XUW9|A0A1B8XUW9_XENTR Spectrin repeat containing, nuclear envelope 1b (Fragment) OS=Xenopus tropicalis OX=8364 GN=XENTR_v900267601mg PE=4 SV=1	464	Xenopus tropicalis	Spectrin repeat containing, nuclear envelope 1b (Fragment)
7334					A0A8J6EKT4	74.8	330	1.07e-142	TrEMBL	GDO78_016616	A0A8J6EKT4_ELECQ	tr|A0A8J6EKT4|A0A8J6EKT4_ELECQ KASH domain-containing protein OS=Eleutherodactylus coqui OX=57060 GN=GDO78_016616 PE=4 SV=1	1723	Eleutherodactylus coqui	KASH domain-containing protein
7335					KAG9470845.1	74.8	330	2.74e-142	Nr			KAG9470845.1 hypothetical protein GDO78_016616 [Eleutherodactylus coqui]	1723	Eleutherodactylus coqui	hypothetical protein GDO78_016616
7336					XP_053323911.1	73.3	330	1.17e-138	Nr			XP_053323911.1 microtubule-actin cross-linking factor 1, isoforms 6/7-like [Spea bombifrons]	1680	Spea bombifrons	microtubule-actin cross-linking factor 1, isoforms 6/7-like
7337					XP_029442321.1	70.6	320	6.7799999999999994e-136	Nr			XP_029442321.1 microtubule-actin cross-linking factor 1-like [Rhinatrema bivittatum]	987	Rhinatrema bivittatum	microtubule-actin cross-linking factor 1-like
7338					A0A7R5KVC4	69.1	330	1.97e-135	TrEMBL	LOC114001953	A0A7R5KVC4_9PASS	tr|A0A7R5KVC4|A0A7R5KVC4_9PASS microtubule-actin cross-linking factor 1-like OS=Pipra filicauda OX=649802 GN=LOC114001953 PE=4 SV=1	599	Pipra filicauda	microtubule-actin cross-linking factor 1-like
7339					XP_029443080.1	70.6	320	2.51e-135	Nr			XP_029443080.1 microtubule-actin cross-linking factor 1-like [Rhinatrema bivittatum]	1045	Rhinatrema bivittatum	microtubule-actin cross-linking factor 1-like
7340					XP_039244480.1	69.1	330	5.05e-135	Nr			XP_039244480.1 microtubule-actin cross-linking factor 1-like [Pipra filicauda]	599	Pipra filicauda	microtubule-actin cross-linking factor 1-like
7341					A0A8C5Q5D1	75.9	294	1.88e-134	TrEMBL		A0A8C5Q5D1_9ANUR	tr|A0A8C5Q5D1|A0A8C5Q5D1_9ANUR EF-hand domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	582	Leptobrachium leishanense	EF-hand domain-containing protein
7342					A0A8C3JCM1	68.7	329	5.24e-134	TrEMBL		A0A8C3JCM1_9CHAR	tr|A0A8C3JCM1|A0A8C3JCM1_9CHAR MACF1 factor OS=Calidris pygmaea OX=425635 PE=4 SV=1	651	Calidris pygmaea	MACF1 factor
7343					XP_017596700.1	69.4	330	1.7200000000000001e-133	Nr			XP_017596700.1 PREDICTED: microtubule-actin cross-linking factor 1-like [Corvus brachyrhynchos]	822	Corvus brachyrhynchos	PREDICTED: microtubule-actin cross-linking factor 1-like
7344					A0A8C4JSQ4	70.2	326	2.13e-133	TrEMBL		A0A8C4JSQ4_DRONO	tr|A0A8C4JSQ4|A0A8C4JSQ4_DRONO EF-hand domain-containing protein OS=Dromaius novaehollandiae OX=8790 PE=4 SV=1	605	Dromaius novaehollandiae	EF-hand domain-containing protein
7345					A0A8B9PHV0	70.6	326	3.23e-133	TrEMBL		A0A8B9PHV0_APTOW	tr|A0A8B9PHV0|A0A8B9PHV0_APTOW EF-hand domain-containing protein OS=Apteryx owenii OX=8824 PE=4 SV=1	678	Apteryx owenii	EF-hand domain-containing protein
7346					A0A8B9BHD9	69.8	325	1.44e-132	TrEMBL		A0A8B9BHD9_9AVES	tr|A0A8B9BHD9|A0A8B9BHD9_9AVES EF-hand domain-containing protein OS=Anser brachyrhynchus OX=132585 PE=4 SV=1	658	Anser brachyrhynchus	EF-hand domain-containing protein
7347					A0A8D0EWW3	69.3	316	6.98e-131	TrEMBL		A0A8D0EWW3_STROC	tr|A0A8D0EWW3|A0A8D0EWW3_STROC EF-hand domain-containing protein OS=Strix occidentalis caurina OX=311401 PE=4 SV=1	625	Strix occidentalis caurina	EF-hand domain-containing protein
7348					O94854	52.2	408	1.67e-130	Swiss-Prot	MACF1	K0754_HUMAN	sp|O94854|K0754_HUMAN Microtubule-actin cross-linking factor 1, isoforms 6/7 OS=Homo sapiens OX=9606 GN=MACF1 PE=2 SV=5	3515	Homo sapiens	Microtubule-actin cross-linking factor 1, isoforms 6/7
7349					Q9UPN3	52.2	408	1.78e-130	Swiss-Prot	MACF1	MACF1_HUMAN	sp|Q9UPN3|MACF1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4	7388	Homo sapiens	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5
7350					A0A6P7WXS2	67.6	330	2.61e-130	TrEMBL	LOC115460298	A0A6P7WXS2_9AMPH	tr|A0A6P7WXS2|A0A6P7WXS2_9AMPH microtubule-actin cross-linking factor 1-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115460298 PE=4 SV=1	1159	Microcaecilia unicolor	microtubule-actin cross-linking factor 1-like
7351					Q69ZZ9	52.1	407	3.07e-130	Swiss-Prot	Macf1	K0754_MOUSE	sp|Q69ZZ9|K0754_MOUSE Microtubule-actin cross-linking factor 1, isoforms 6/7 OS=Mus musculus OX=10090 GN=Macf1 PE=2 SV=3	3305	Mus musculus	Microtubule-actin cross-linking factor 1, isoforms 6/7
7352					D3ZHV2	52.1	407	5.98e-130	Swiss-Prot	Macf1	MACF1_RAT	sp|D3ZHV2|MACF1_RAT Microtubule-actin cross-linking factor 1 OS=Rattus norvegicus OX=10116 GN=Macf1 PE=1 SV=1	5430	Rattus norvegicus	Microtubule-actin cross-linking factor 1
7353					A0A8C3TPR9	68.7	316	6.65e-130	TrEMBL		A0A8C3TPR9_CATUS	tr|A0A8C3TPR9|A0A8C3TPR9_CATUS EF-hand domain-containing protein OS=Catharus ustulatus OX=91951 PE=4 SV=1	596	Catharus ustulatus	EF-hand domain-containing protein
7354					XP_030045956.1	67.6	330	6.71e-130	Nr			XP_030045956.1 microtubule-actin cross-linking factor 1-like [Microcaecilia unicolor]	1159	Microcaecilia unicolor	microtubule-actin cross-linking factor 1-like
7355					XP_025944140.1	71.3	331	1.6300000000000002e-129	Nr			XP_025944140.1 microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X2 [Apteryx rowi]	1942	Apteryx rowi	microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X2
7356					XP_025944141.1	71.3	328	1.7400000000000002e-129	Nr			XP_025944141.1 microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X3 [Apteryx rowi]	1675	Apteryx rowi	microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X3
7357					A0A8D2P2X6	69.5	311	3.7700000000000004e-129	TrEMBL		A0A8D2P2X6_ZOSLA	tr|A0A8D2P2X6|A0A8D2P2X6_ZOSLA EF-hand domain-containing protein OS=Zosterops lateralis melanops OX=1220523 PE=4 SV=1	528	Zosterops lateralis melanops	EF-hand domain-containing protein
7358					XP_040444854.1	71.2	330	3.8000000000000005e-129	Nr			XP_040444854.1 microtubule-actin cross-linking factor 1-like isoform X3 [Falco naumanni]	2081	Falco naumanni	microtubule-actin cross-linking factor 1-like isoform X3
7359					XP_040444853.1	71.2	330	3.93e-129	Nr			XP_040444853.1 microtubule-actin cross-linking factor 1-like isoform X2 [Falco naumanni]	2093	Falco naumanni	microtubule-actin cross-linking factor 1-like isoform X2
7360					XP_040444852.1	71.2	330	4.3400000000000005e-129	Nr			XP_040444852.1 microtubule-actin cross-linking factor 1-like isoform X1 [Falco naumanni]	2132	Falco naumanni	microtubule-actin cross-linking factor 1-like isoform X1
7361					XP_052643924.1	70.9	330	7.160000000000001e-129	Nr			XP_052643924.1 microtubule-actin cross-linking factor 1, isoforms 6/7-like isoform X2 [Harpia harpyja]	2083	Harpia harpyja	microtubule-actin cross-linking factor 1, isoforms 6/7-like isoform X2
7362					XP_052643923.1	70.9	330	7.200000000000001e-129	Nr			XP_052643923.1 microtubule-actin cross-linking factor 1, isoforms 6/7-like isoform X1 [Harpia harpyja]	2085	Harpia harpyja	microtubule-actin cross-linking factor 1, isoforms 6/7-like isoform X1
7363					XP_025944139.1	71.3	328	1.12e-128	Nr			XP_025944139.1 microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X1 [Apteryx rowi]	1948	Apteryx rowi	microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like isoform X1
7364					A0A3L8RVI9	69.4	330	2.2e-127	TrEMBL	DV515_00015423	A0A3L8RVI9_CHLGU	tr|A0A3L8RVI9|A0A3L8RVI9_CHLGU KASH domain-containing protein (Fragment) OS=Chloebia gouldiae OX=44316 GN=DV515_00015423 PE=4 SV=1	1511	Chloebia gouldiae	KASH domain-containing protein (Fragment)
7365					A0A6J3CDL4	69.7	330	2.2e-127	TrEMBL	LOC116485702	A0A6J3CDL4_AYTFU	tr|A0A6J3CDL4|A0A6J3CDL4_AYTFU microtubule-actin cross-linking factor 1-like OS=Aythya fuligula OX=219594 GN=LOC116485702 PE=4 SV=1	2076	Aythya fuligula	microtubule-actin cross-linking factor 1-like
7366					A0A8C8SFW6	66.8	316	3.66e-127	TrEMBL		A0A8C8SFW6_9SAUR	tr|A0A8C8SFW6|A0A8C8SFW6_9SAUR PH domain-containing protein OS=Pelusios castaneus OX=367368 PE=4 SV=1	634	Pelusios castaneus	PH domain-containing protein
7367					A0A6J0J529	69.4	330	1.67e-126	TrEMBL	LOC108509217	A0A6J0J529_9PASS	tr|A0A6J0J529|A0A6J0J529_9PASS dystonin-like OS=Lepidothrix coronata OX=321398 GN=LOC108509217 PE=4 SV=1	2017	Lepidothrix coronata	dystonin-like
7368					A0A6P8PSF6	67.3	330	3.22e-126	TrEMBL	PLEC	A0A6P8PSF6_GEOSA	tr|A0A6P8PSF6|A0A6P8PSF6_GEOSA LOW QUALITY PROTEIN: plectin OS=Geotrypetes seraphini OX=260995 GN=PLEC PE=4 SV=1	7129	Geotrypetes seraphini	LOW QUALITY PROTEIN: plectin
7369					Q9QXZ0	50.8	417	6.28e-126	Swiss-Prot	Macf1	MACF1_MOUSE	sp|Q9QXZ0|MACF1_MOUSE Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4 OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=2	7354	Mus musculus	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4
7370					A0A452IHE6	67.2	308	1.94e-124	TrEMBL		A0A452IHE6_9SAUR	tr|A0A452IHE6|A0A452IHE6_9SAUR MACF1 factor OS=Gopherus agassizii OX=38772 PE=4 SV=1	612	Gopherus agassizii	MACF1 factor
7371					A0A4D9DV54	66.7	330	1.3000000000000001e-123	TrEMBL	DR999_PMT19318	A0A4D9DV54_9SAUR	tr|A0A4D9DV54|A0A4D9DV54_9SAUR Neural retina-specific leucine zipper protein OS=Platysternon megacephalum OX=55544 GN=DR999_PMT19318 PE=4 SV=1	1591	Platysternon megacephalum	Neural retina-specific leucine zipper protein
7372					A0A8K1LHN4	68.2	330	1.51e-123	TrEMBL	HGM15179_013022	A0A8K1LHN4_9PASS	tr|A0A8K1LHN4|A0A8K1LHN4_9PASS PH domain-containing protein OS=Zosterops borbonicus OX=364589 GN=HGM15179_013022 PE=4 SV=1	5413	Zosterops borbonicus	PH domain-containing protein
7373					A0A8C4XX92	64.3	325	1.7800000000000002e-123	TrEMBL		A0A8C4XX92_9SAUR	tr|A0A8C4XX92|A0A8C4XX92_9SAUR EF-hand domain-containing protein OS=Gopherus evgoodei OX=1825980 PE=4 SV=1	641	Gopherus evgoodei	EF-hand domain-containing protein
7374					A0A8C3CXV9	69.7	320	1.37e-122	TrEMBL		A0A8C3CXV9_CAIMO	tr|A0A8C3CXV9|A0A8C3CXV9_CAIMO Nesprin-2 OS=Cairina moschata domestica OX=1240228 PE=4 SV=1	2140	Cairina moschata domestica	Nesprin-2
7375					Q03001	45.1	468	1.93e-118	Swiss-Prot	DST	DYST_HUMAN	sp|Q03001|DYST_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4	7570	Homo sapiens	Dystonin
7376					Q91ZU6	45.1	470	3.0700000000000003e-117	Swiss-Prot	Dst	DYST_MOUSE	sp|Q91ZU6|DYST_MOUSE Dystonin OS=Mus musculus OX=10090 GN=Dst PE=1 SV=2	7393	Mus musculus	Dystonin
7377					Q91ZU6	50.9	328	7.89e-87	Swiss-Prot	Dst	DYST_MOUSE	sp|Q91ZU6|DYST_MOUSE Dystonin OS=Mus musculus OX=10090 GN=Dst PE=1 SV=2	7393	Mus musculus	Dystonin
7378					Q03001	51.4	317	2.7000000000000003e-86	Swiss-Prot	DST	DYST_HUMAN	sp|Q03001|DYST_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4	7570	Homo sapiens	Dystonin
7379					Q69ZZ9	50.5	317	2.95e-85	Swiss-Prot	Macf1	K0754_MOUSE	sp|Q69ZZ9|K0754_MOUSE Microtubule-actin cross-linking factor 1, isoforms 6/7 OS=Mus musculus OX=10090 GN=Macf1 PE=2 SV=3	3305	Mus musculus	Microtubule-actin cross-linking factor 1, isoforms 6/7
7380					Q9QXZ0	50.5	317	3.14e-85	Swiss-Prot	Macf1	MACF1_MOUSE	sp|Q9QXZ0|MACF1_MOUSE Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4 OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=2	7354	Mus musculus	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4
7381					D3ZHV2	50.2	317	4.2e-85	Swiss-Prot	Macf1	MACF1_RAT	sp|D3ZHV2|MACF1_RAT Microtubule-actin cross-linking factor 1 OS=Rattus norvegicus OX=10116 GN=Macf1 PE=1 SV=1	5430	Rattus norvegicus	Microtubule-actin cross-linking factor 1
7382					O94854	49.8	317	6.4e-84	Swiss-Prot	MACF1	K0754_HUMAN	sp|O94854|K0754_HUMAN Microtubule-actin cross-linking factor 1, isoforms 6/7 OS=Homo sapiens OX=9606 GN=MACF1 PE=2 SV=5	3515	Homo sapiens	Microtubule-actin cross-linking factor 1, isoforms 6/7
7383					Q9UPN3	49.8	317	6.77e-84	Swiss-Prot	MACF1	MACF1_HUMAN	sp|Q9UPN3|MACF1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4	7388	Homo sapiens	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5
7384					G3V7L1	26.8	265	7.21e-13	Swiss-Prot	Utrn	UTRN_RAT	sp|G3V7L1|UTRN_RAT Utrophin OS=Rattus norvegicus OX=10116 GN=Utrn PE=1 SV=3	3419	Rattus norvegicus	Utrophin
7385					Q8JZP9	40.9	88	2.61e-12	Swiss-Prot	Gas2l1	GA2L1_MOUSE	sp|Q8JZP9|GA2L1_MOUSE GAS2-like protein 1 OS=Mus musculus OX=10090 GN=Gas2l1 PE=1 SV=1	678	Mus musculus	GAS2-like protein 1
7386					A0A1L8HFX9	42.7	82	9.63e-12	Swiss-Prot	gas2l2.L	G2L2L_XENLA	sp|A0A1L8HFX9|G2L2L_XENLA GAS2-like protein 2A OS=Xenopus laevis OX=8355 GN=gas2l2.L PE=3 SV=1	980	Xenopus laevis	GAS2-like protein 2A
7387					Q99501	41.5	82	3.27e-11	Swiss-Prot	GAS2L1	GA2L1_HUMAN	sp|Q99501|GA2L1_HUMAN GAS2-like protein 1 OS=Homo sapiens OX=9606 GN=GAS2L1 PE=1 SV=2	681	Homo sapiens	GAS2-like protein 1
7388					Q5SSG4	44.9	78	3.69e-11	Swiss-Prot	Gas2l2	GA2L2_MOUSE	sp|Q5SSG4|GA2L2_MOUSE GAS2-like protein 2 OS=Mus musculus OX=10090 GN=Gas2l2 PE=1 SV=1	860	Mus musculus	GAS2-like protein 2
7389					A0A1L8H8C0	43.2	81	3.85e-11	Swiss-Prot	gas2l2.S	G2L2S_XENLA	sp|A0A1L8H8C0|G2L2S_XENLA GAS2-like protein 2B OS=Xenopus laevis OX=8355 GN=gas2l2.S PE=3 SV=1	956	Xenopus laevis	GAS2-like protein 2B
7390					D3ZUE1	44.9	78	4.87e-11	Swiss-Prot	Gas2l2	GA2L2_RAT	sp|D3ZUE1|GA2L2_RAT GAS2-like protein 2 OS=Rattus norvegicus OX=10116 GN=Gas2l2 PE=1 SV=1	857	Rattus norvegicus	GAS2-like protein 2
7391					Q9W3Y4	39.7	78	5.13e-11	Swiss-Prot	pigs	GA2PE_DROME	sp|Q9W3Y4|GA2PE_DROME GAS2-like protein pickled eggs OS=Drosophila melanogaster OX=7227 GN=pigs PE=2 SV=2	977	Drosophila melanogaster	GAS2-like protein pickled eggs
7392					P11530	27.4	219	1.98e-10	Swiss-Prot	Dmd	DMD_RAT	sp|P11530|DMD_RAT Dystrophin OS=Rattus norvegicus OX=10116 GN=Dmd PE=1 SV=2	3677	Rattus norvegicus	Dystrophin
7393					P11531	28.2	213	1.98e-10	Swiss-Prot	Dmd	DMD_MOUSE	sp|P11531|DMD_MOUSE Dystrophin OS=Mus musculus OX=10090 GN=Dmd PE=1 SV=3	3678	Mus musculus	Dystrophin
7394					Q8NHY3	40.2	82	1.99e-10	Swiss-Prot	GAS2L2	GA2L2_HUMAN	sp|Q8NHY3|GA2L2_HUMAN GAS2-like protein 2 OS=Homo sapiens OX=9606 GN=GAS2L2 PE=1 SV=1	880	Homo sapiens	GAS2-like protein 2
7395					P11533	24.3	235	8e-10	Swiss-Prot	DMD	DMD_CHICK	sp|P11533|DMD_CHICK Dystrophin OS=Gallus gallus OX=9031 GN=DMD PE=2 SV=1	3660	Gallus gallus	Dystrophin
7396					P46939	25.3	265	1.05e-09	Swiss-Prot	UTRN	UTRN_HUMAN	sp|P46939|UTRN_HUMAN Utrophin OS=Homo sapiens OX=9606 GN=UTRN PE=1 SV=2	3433	Homo sapiens	Utrophin
7397					Q5GN48	26.0	235	1.4e-09	Swiss-Prot	DMD	DMD_PIG	sp|Q5GN48|DMD_PIG Dystrophin OS=Sus scrofa OX=9823 GN=DMD PE=1 SV=1	3674	Sus scrofa	Dystrophin
7398					O97592	27.7	191	3.22e-09	Swiss-Prot	DMD	DMD_CANLF	sp|O97592|DMD_CANLF Dystrophin OS=Canis lupus familiaris OX=9615 GN=DMD PE=2 SV=1	3680	Canis lupus familiaris	Dystrophin
7399					P11532	27.1	192	9.8e-09	Swiss-Prot	DMD	DMD_HUMAN	sp|P11532|DMD_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=3	3685	Homo sapiens	Dystrophin
7400					Q3UWW6	49.2	59	1.53e-08	Swiss-Prot	Gas2l3	GA2L3_MOUSE	sp|Q3UWW6|GA2L3_MOUSE GAS2-like protein 3 OS=Mus musculus OX=10090 GN=Gas2l3 PE=1 SV=1	683	Mus musculus	GAS2-like protein 3
7401					Q86XJ1	47.5	59	3.55e-08	Swiss-Prot	GAS2L3	GA2L3_HUMAN	sp|Q86XJ1|GA2L3_HUMAN GAS2-like protein 3 OS=Homo sapiens OX=9606 GN=GAS2L3 PE=1 SV=1	694	Homo sapiens	GAS2-like protein 3
7402					Q8NF91	25.8	163	4.07e-08	Swiss-Prot	SYNE1	SYNE1_HUMAN	sp|Q8NF91|SYNE1_HUMAN Nesprin-1 OS=Homo sapiens OX=9606 GN=SYNE1 PE=1 SV=4	8797	Homo sapiens	Nesprin-1
7403					Q6ZWR6	28.7	164	9.34e-08	Swiss-Prot	Syne1	SYNE1_MOUSE	sp|Q6ZWR6|SYNE1_MOUSE Nesprin-1 OS=Mus musculus OX=10090 GN=Syne1 PE=1 SV=2	8799	Mus musculus	Nesprin-1
7404					Q8WXH0	26.2	168	1.22e-07	Swiss-Prot	SYNE2	SYNE2_HUMAN	sp|Q8WXH0|SYNE2_HUMAN Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=3	6885	Homo sapiens	Nesprin-2
7405					Q6ZWQ0	26.2	168	1.61e-07	Swiss-Prot	Syne2	SYNE2_MOUSE	sp|Q6ZWQ0|SYNE2_MOUSE Nesprin-2 OS=Mus musculus OX=10090 GN=Syne2 PE=1 SV=2	6874	Mus musculus	Nesprin-2
7406					O43903	45.8	59	2.8e-07	Swiss-Prot	GAS2	GAS2_HUMAN	sp|O43903|GAS2_HUMAN Growth arrest-specific protein 2 OS=Homo sapiens OX=9606 GN=GAS2 PE=1 SV=1	313	Homo sapiens	Growth arrest-specific protein 2
7407					P11862	45.8	59	3.75e-07	Swiss-Prot	Gas2	GAS2_MOUSE	sp|P11862|GAS2_MOUSE Growth arrest-specific protein 2 OS=Mus musculus OX=10090 GN=Gas2 PE=1 SV=1	314	Mus musculus	Growth arrest-specific protein 2
7408					P13395	24.4	176	1.39e-06	Swiss-Prot	alpha-Spec	SPTCA_DROME	sp|P13395|SPTCA_DROME Spectrin alpha chain OS=Drosophila melanogaster OX=7227 GN=alpha-Spec PE=1 SV=2	2415	Drosophila melanogaster	Spectrin alpha chain
7409					P07751	25.3	146	7.32e-06	Swiss-Prot	SPTAN1	SPTN1_CHICK	sp|P07751|SPTN1_CHICK Spectrin alpha chain, non-erythrocytic 1 OS=Gallus gallus OX=9031 GN=SPTAN1 PE=1 SV=3	2477	Gallus gallus	Spectrin alpha chain, non-erythrocytic 1
7410					P08032	23.4	218	3.83e-05	Swiss-Prot	Spta1	SPTA1_MOUSE	sp|P08032|SPTA1_MOUSE Spectrin alpha chain, erythrocytic 1 OS=Mus musculus OX=10090 GN=Spta1 PE=1 SV=3	2415	Mus musculus	Spectrin alpha chain, erythrocytic 1
7411					Q13813	26.0	146	3.83e-05	Swiss-Prot	SPTAN1	SPTN1_HUMAN	sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3	2472	Homo sapiens	Spectrin alpha chain, non-erythrocytic 1
7412					P16546	26.7	135	6.65e-05	Swiss-Prot	Sptan1	SPTN1_MOUSE	sp|P16546|SPTN1_MOUSE Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=4	2472	Mus musculus	Spectrin alpha chain, non-erythrocytic 1
7413					P16086	26.7	135	6.65e-05	Swiss-Prot	Sptan1	SPTN1_RAT	sp|P16086|SPTN1_RAT Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus OX=10116 GN=Sptan1 PE=1 SV=2	2472	Rattus norvegicus	Spectrin alpha chain, non-erythrocytic 1
7414					Q0DZP5	42.6	54	0.000195	Swiss-Prot	CML17	CML17_ORYSJ	sp|Q0DZP5|CML17_ORYSJ Probable calcium-binding protein CML17 OS=Oryza sativa subsp. japonica OX=39947 GN=CML17 PE=2 SV=1	164	Oryza sativa subsp. japonica	Probable calcium-binding protein CML17
7415					Q86V35	33.3	63	0.000359	Swiss-Prot	CABP7	CABP7_HUMAN	sp|Q86V35|CABP7_HUMAN Calcium-binding protein 7 OS=Homo sapiens OX=9606 GN=CABP7 PE=1 SV=1	215	Homo sapiens	Calcium-binding protein 7
7416					Q91ZM8	33.3	63	0.000359	Swiss-Prot	Cabp7	CABP7_MOUSE	sp|Q91ZM8|CABP7_MOUSE Calcium-binding protein 7 OS=Mus musculus OX=10090 GN=Cabp7 PE=2 SV=1	215	Mus musculus	Calcium-binding protein 7
7417					Q866X0	33.3	63	0.000359	Swiss-Prot	CABP7	CABP7_PAPAN	sp|Q866X0|CABP7_PAPAN Calcium-binding protein 7 OS=Papio anubis OX=9555 GN=CABP7 PE=3 SV=1	215	Papio anubis	Calcium-binding protein 7
